id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
27201	a,	a,	0	80	FF	-1
27202	a,	a,	0	80	FF	-1
27203	a,	a,	0	80	FF	-1
27204	a,	a,	0	80	FF	-1
27205	a,	a,	0	80	FF	-1
27206	a,	a,	0	80	FF	-1
27207	a,	a,	0	80	FF	-1
27208	a,	a,	0	80	FF	-1
27209	a,	a,	0	80	FF	-1
27210	a,	a,	0	80	FF	-1
27211	a,	a,	0	80	FF	-1
27212	a,	a,	0	80	FF	-1
27213	a,	a,	0	80	FF	-1
27214	a,Guardian of Forbidden Knowledge\0	a,Quest Monster\0	0	80	FF	-1
27215	a,Guardian of Forbidden Knowledge\0	a,Quest Monster\0	0	80	FF	-1
27216	a,Guardian of Forbidden Knowledge\0	a,Quest Monster\0	0	80	FF	-1
27217	a,Soul of Well\0	a,Quest Monster\0	0	80	FF	-1
27218	a,Triol's Pawn\0	a,Quest Monster\0	0	80	FF	-1
27219	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27220	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27221	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27222	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27223	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27224	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27225	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27226	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27227	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27228	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27229	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27230	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27231	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27232	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27233	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27234	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27235	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27236	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27237	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27238	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27239	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27240	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27241	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27242	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27243	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27244	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27245	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27246	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27247	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27248	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27249	a,Archon of Halisha\0	a,Quest Monster\0	0	80	FF	-1
27250	a,Fallen Angel Allector\0	a,Quest Monster\0	0	80	FF	-1
27251	a,Fallen Angel Allector\0	a,Quest Monster\0	0	80	FF	-1
27252	a,Fallen Angel Allector\0	a,Quest Monster\0	0	80	FF	-1
27253	a,Hell Fire\0	a,Quest Monster\0	0	80	FF	-1
27254	a,Unknown Stopper\0	a,Quest Monster\0	0	80	FF	-1
27255	a,Unknown Stopper\0	a,Quest Monster\0	0	80	FF	-1
27256	a,Unknown Stopper\0	a,Quest Monster\0	0	80	FF	-1
27257	a,Archangel Iconoclasis\0	a,Quest Monster\0	0	80	FF	-1
27258	a,Archangel Iconoclasis\0	a,Quest Monster\0	0	80	FF	-1
27259	a,Archangel Iconoclasis\0	a,Quest Monster\0	0	80	FF	-1
27260	a,Archangel Iconoclasis\0	a,Quest Monster\0	0	80	FF	-1
27261	a,Bead of Sacred Flame\0	a,Quest Monster\0	0	80	FF	-1
27262	a,Death Lord Hallate\0	a,Quest Monster\0	0	80	FF	-1
27263	a,Death Lord Hallate\0	a,Quest Monster\0	0	80	FF	-1
27264	a,Death Lord Hallate\0	a,Quest Monster\0	0	80	FF	-1
27265	a,Lich King Icarus\0	a,Quest Monster\0	0	80	FF	-1
27266	a,Fallen Angel Haures\0	a,Quest Monster\0	0	80	FF	-1
27267	a,Fallen Angel Haures\0	a,Quest Monster\0	0	80	FF	-1
27268	a,Guard of Haures\0	a,Quest Monster\0	0	80	FF	-1
27269	a,Fallen Angel Naverius\0	a,Quest Monster\0	0	80	FF	-1
27270	a,Fallen Angel Naverius\0	a,Quest Monster\0	0	80	FF	-1
27271	a,Chimera Golem\0	a,Quest Monster\0	0	80	FF	-1
27272	a,Hallate's Dancer Lillian\0	a,Quest Monster\0	0	80	FF	-1
27273	a,Assassin Pezel\0	a,Quest Monster\0	0	80	FF	-1
27274	a,Fallen angel Tanakia\0	a,Quest Monster\0	0	80	FF	-1
27275	a,Fallen angel Tanakia\0	a,Quest Monster\0	0	80	FF	-1
27276	a,Fallen angel Tanakia\0	a,Quest Monster\0	0	80	FF	-1
27277	a,Fallen angel Tanakia\0	a,Quest Monster\0	0	80	FF	-1
27278	a,Shadow of Beleth\0	a,Quest Monster\0	0	80	FF	-1
27279	a,Cursed Kesadein\0	a,Quest Monster\0	0	80	FF	-1
27280	a,Fallen Angel Narcissus\0	a,Quest Monster\0	0	80	FF	-1
27281	a,Fallen Angel Metellus\0	a,Quest Monster\0	0	80	FF	-1
27282	a,Reverse Angel Odiel\0	a,Quest Monster\0	0	80	FF	-1
27283	a,Grandpapa Askalius\0	a,Quest Monster\0	0	80	FF	-1
27284	a,Flame Evil Spirit Azira\0	a,Quest Monster\0	0	80	FF	-1
27285	a,Lizard's Totem Sharuhi\0	a,Quest Monster\0	0	80	FF	-1
27286	a,Fallen Knight Adhil\0	a,Quest Monster\0	0	80	FF	-1
27287	a,Bound Elf Panacea\0	a,Quest Monster\0	0	80	FF	-1
27288	a,Sword Player Biel\0	a,Quest Monster\0	0	80	FF	-1
27289	a,Ancient Sword Master Iron\0	a,Quest Monster\0	0	80	FF	-1
27290	a,White Wing Commander \0	a,Quest Monster\0	0	80	FF	-1
27291	a,White Wing Fighter\0	a,Quest Monster\0	0	80	FF	-1
27292	a,Fallen Noble Orc Muhark\0	a,Quest Monster\0	0	80	FF	-1
27293	a,Khavatari Uruz\0	a,Quest Monster\0	0	80	FF	-1
27294	a,Overlord Atrus\0	a,Quest Monster\0	0	80	FF	-1
27295	a,Sharuhi Mouth Mudaha\0	a,Quest Monster\0	0	80	FF	-1
27296	a,Monument Watcher Ezekiel\0	a,Quest Monster\0	0	80	FF	-1
27297	a,Monument Watcher Ezekiel\0	a,Quest Monster\0	0	80	FF	-1
27298	a,Monument Watcher Ezekiel\0	a,Quest Monster\0	0	80	FF	-1
27299	a,Monument Watcher Ezekiel\0	a,Quest Monster\0	0	80	FF	-1
27300	a,Monument Watcher Ezekiel\0	a,Quest Monster\0	0	80	FF	-1
27301	a,Monument Watcher Ezekiel\0	a,Quest Monster\0	0	80	FF	-1
27302	a,Monument Defender Azrael\0	a,Quest Monster\0	0	80	FF	-1
27303	a,Monument Defender Azrael\0	a,Quest Monster\0	0	80	FF	-1
27304	a,Monument Defender Azrael\0	a,Quest Monster\0	0	80	FF	-1
27305	a,Monument Defender Azrael\0	a,Quest Monster\0	0	80	FF	-1
27306	a,Monument Defender Azrael\0	a,Quest Monster\0	0	80	FF	-1
27307	a,Monument Defender Azrael\0	a,Quest Monster\0	0	80	FF	-1
27308	a,Assassin Frost\0	a,Quest Monster\0	0	80	FF	-1
27309	a,Minervia Van Hacken\0	a,Quest Monster\0	0	80	FF	-1
27310	a,Kitanis Van Hacken\0	a,Quest Monster\0	0	80	FF	-1
27311	a,Judgment Hound Dog Kelvas\0	a,Quest Monster\0	0	80	FF	-1
27312	a,Mysterious Servitor\0	a,Quest Monster\0	0	80	FF	-1
27313	a,Vision Guardian Shakiel\0	a,Quest Monster\0	0	80	FF	-1
27314	a,Vision Guardian Shakiel\0	a,Quest Monster\0	0	80	FF	-1
27315	a,Vision Guardian Shakiel\0	a,Quest Monster\0	0	80	FF	-1
27316	a,Fallen Chieftain Vegus\0	a,Quest Monster\0	0	80	FF	-1
27317	a,Restrainer of Glory\0	a,Quest Monster\0	0	80	FF	-1
27318	a,Wendy's Guardian\0	a,Quest Monster\0	0	80	FF	-1
27319	a,Black Leopard\0	a,Quest Monster\0	0	80	FF	-1
27320	a,Timora Orc\0	a,Quest Monster\0	0	80	FF	-1
27321	a,Bruin Lizardman\0	a,Quest Monster\0	0	80	FF	-1
27322	a,Picot Araneid\0	a,Quest Monster\0	0	80	FF	-1
30001	a,Lector\0	a,Trader\0	9C	E8	A9	-1
30002	a,Jackson\0	a,Trader\0	9C	E8	A9	-1
30003	a,Silvia\0	a,Trader\0	9C	E8	A9	-1
30004	a,Katerina\0	a,Trader\0	9C	E8	A9	-1
30005	a,Wilford\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30006	a,Roxxy\0	a,Gatekeeper\0	9C	E8	A9	-1
30008	a,Roien\0	a,Grand Master\0	9C	E8	A9	-1
30009	a,Newbie Helper\0	a,	9C	E8	A9	-1
30010	a,Auron\0	a,Master\0	9C	E8	A9	-1
30014	a,Celma\0	a,Master\0	9C	E8	A9	-1
30017	a,Gallint\0	a,Grand Magister\0	9C	E8	A9	-1
30019	a,Newbie Helper\0	a,	9C	E8	A9	-1
30022	a,Zigaunt\0	a,Priest\0	9C	E8	A9	-1
30026	a,Bitz\0	a,Grand Master\0	9C	E8	A9	-1
30027	a,Gwinter\0	a,Master\0	9C	E8	A9	-1
30028	a,Pintage\0	a,Master\0	9C	E8	A9	-1
30029	a,Minia\0	a,Master\0	9C	E8	A9	-1
30030	a,Vivyan\0	a,Priestess\0	9C	E8	A9	-1
30031	a,Biotin\0	a,High Priest\0	9C	E8	A9	-1
30032	a,Yohanes\0	a,Priest\0	9C	E8	A9	-1
30033	a,Baulro\0	a,Magister\0	9C	E8	A9	-1
30034	a,Iris\0	a,Magister\0	9C	E8	A9	-1
30035	a,Harrys\0	a,Magister\0	9C	E8	A9	-1
30036	a,Petron\0	a,Priest\0	9C	E8	A9	-1
30037	a,Levian\0	a,High Priestess\0	9C	E8	A9	-1
30039	a,Gilbert\0	a,Captain\0	9C	E8	A9	-1
30040	a,Leon\0	a,Guard\0	9C	E8	A9	-1
30041	a,Arnold\0	a,Guard\0	9C	E8	A9	-1
30042	a,Abellos\0	a,Guard\0	9C	E8	A9	-1
30043	a,Johnstone\0	a,Guard\0	9C	E8	A9	-1
30044	a,Chiperan\0	a,Guard\0	9C	E8	A9	-1
30045	a,Kenyos\0	a,Guard\0	9C	E8	A9	-1
30046	a,Hanks\0	a,Guard\0	9C	E8	A9	-1
30047	a,Firon\0	a,Wharf Manager \0	9C	E8	A9	-1
30048	a,Darin\0	a,	9C	E8	A9	-1
30049	a,Bonnie\0	a,	9C	E8	A9	-1
30050	a,Elias\0	a,	9C	E8	A9	-1
30051	a,Cristel\0	a,	9C	E8	A9	-1
30054	a,Rant\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30055	a,Rolfe\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30057	a,Aldo\0	a,Warehouse Freightman\0	9C	E8	A9	-1
30058	a,Holvas\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30059	a,Trisha\0	a,Gatekeeper\0	9C	E8	A9	-1
30060	a,Sabrin\0	a,Trader\0	9C	E8	A9	-1
30061	a,Casey\0	a,Trader\0	9C	E8	A9	-1
30062	a,Sonia\0	a,Trader\0	9C	E8	A9	-1
30063	a,Lara\0	a,Trader\0	9C	E8	A9	-1
30064	a,Terry\0	a,Master\0	9C	E8	A9	-1
30065	a,Arnelle\0	a,Master\0	9C	E8	A9	-1
30066	a,Pabris\0	a,Grand Master\0	9C	E8	A9	-1
30067	a,Glyvka\0	a,Priestess\0	9C	E8	A9	-1
30068	a,Shegfield\0	a,Priest\0	9C	E8	A9	-1
30069	a,Rollant\0	a,Magister\0	9C	E8	A9	-1
30070	a,Sylvain\0	a,High Priest\0	9C	E8	A9	-1
30071	a,Lucas\0	a,Captain\0	9C	E8	A9	-1
30072	a,Metty\0	a,Guard\0	9C	E8	A9	-1
30073	a,Jacob\0	a,Guard\0	9C	E8	A9	-1
30074	a,Harlan\0	a,Guard\0	9C	E8	A9	-1
30075	a,Xaber\0	a,Guard\0	9C	E8	A9	-1
30076	a,Liam\0	a,Guard\0	9C	E8	A9	-1
30078	a,Pano\0	a,Grocer\0	9C	E8	A9	-1
30079	a,Barder\0	a,Warehouse Freightman\0	9C	E8	A9	-1
30080	a,Clarissa\0	a,Gatekeeper\0	9C	E8	A9	-1
30081	a,Helvetia\0	a,Grocer\0	9C	E8	A9	-1
30082	a,Denkus\0	a,Grocer\0	9C	E8	A9	-1
30083	a,Pochi\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30084	a,Graham\0	a,Weapons Trader\0	9C	E8	A9	-1
30085	a,Stanford\0	a,Weapons Trader\0	9C	E8	A9	-1
30086	a,Taurin\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30087	a,Peta\0	a,Armor Trader\0	9C	E8	A9	-1
30088	a,Radia\0	a,Armor Trader\0	9C	E8	A9	-1
30090	a,Sandra\0	a,Jeweler \0	9C	E8	A9	-1
30091	a,Ellie\0	a,Jeweler \0	9C	E8	A9	-1
30092	a,Collob\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30093	a,Groot\0	a,Magic Trader\0	9C	E8	A9	-1
30094	a,Gentler\0	a,Magic Trader\0	9C	E8	A9	-1
30095	a,Randolf\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30097	a,Galladucci\0	a,Trader\0	9C	E8	A9	-1
30098	a,Alexandria\0	a,Trader\0	9C	E8	A9	-1
30103	a,Valkon\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30104	a,Parman\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30105	a,Genwitter\0	a,Master\0	9C	E8	A9	-1
30106	a,Dufner\0	a,Master\0	9C	E8	A9	-1
30107	a,Goldian\0	a,Master\0	9C	E8	A9	-1
30108	a,Macken\0	a,Master\0	9C	E8	A9	-1
30109	a,Hannavalt\0	a,Grand Master\0	9C	E8	A9	-1
30110	a,Iker\0	a,Magister\0	9C	E8	A9	-1
30111	a,Dieter\0	a,Magister\0	9C	E8	A9	-1
30112	a,Maurius\0	a,Magister\0	9C	E8	A9	-1
30113	a,Juris\0	a,Magister\0	9C	E8	A9	-1
30114	a,Roa\0	a,Magister\0	9C	E8	A9	-1
30115	a,Jurek\0	a,Grand Magister\0	9C	E8	A9	-1
30116	a,Dustin\0	a,Priest\0	9C	E8	A9	-1
30117	a,Primos\0	a,Priest\0	9C	E8	A9	-1
30118	a,Pupina\0	a,Priestess\0	9C	E8	A9	-1
30119	a,Isabellin\0	a,Priestess\0	9C	E8	A9	-1
30120	a,Maximilian\0	a,High Priest\0	9C	E8	A9	-1
30121	a,Jeronin\0	a,Captain\0	9C	E8	A9	-1
30122	a,Bane\0	a,Guard\0	9C	E8	A9	-1
30123	a,Vesa\0	a,Guard\0	9C	E8	A9	-1
30124	a,Zerome\0	a,Guard\0	9C	E8	A9	-1
30125	a,Belton\0	a,Guard\0	9C	E8	A9	-1
30126	a,Rath\0	a,Guard\0	9C	E8	A9	-1
30128	a,Atanas\0	a,Guard\0	9C	E8	A9	-1
30129	a,Mitraell\0	a,Hierarch \0	9C	E8	A9	-1
30130	a,Undrias\0	a,Abyssal Celebrant\0	9C	E8	A9	-1
30131	a,Newbie Helper\0	a,	9C	E8	A9	-1
30132	a,Cecktinon\0	a,Abyssal Celebrant\0	9C	E8	A9	-1
30133	a,Kartia\0	a,Abyssal Celebrant\0	9C	E8	A9	-1
30134	a,Jasmine\0	a,Gatekeeper\0	9C	E8	A9	-1
30135	a,Iria\0	a,Trader\0	9C	E8	A9	-1
30136	a,Payne\0	a,Trader\0	9C	E8	A9	-1
30137	a,Vollodos\0	a,Trader\0	9C	E8	A9	-1
30138	a,Minaless\0	a,Trader\0	9C	E8	A9	-1
30139	a,Dorankus\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30140	a,Erviante\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30141	a,Talloth\0	a,Tetrarch \0	9C	E8	A9	-1
30143	a,Trudy\0	a,Master\0	9C	E8	A9	-1
30144	a,Harne\0	a,Magister\0	9C	E8	A9	-1
30145	a,Vlasty\0	a,Magister\0	9C	E8	A9	-1
30146	a,Mirabel\0	a,Gatekeeper\0	9C	E8	A9	-1
30147	a,Unoren\0	a,Trader\0	9C	E8	A9	-1
30148	a,Ariel\0	a,Trader\0	9C	E8	A9	-1
30149	a,Creamees\0	a,Trader\0	9C	E8	A9	-1
30150	a,Herbiel\0	a,Trader\0	9C	E8	A9	-1
30151	a,Chad\0	a,Warehouse Freightman\0	9C	E8	A9	-1
30152	a,Julia\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30153	a,Markius\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30154	a,Asterios\0	a,Hierarch \0	9C	E8	A9	-1
30155	a,Ellenia\0	a,Master\0	9C	E8	A9	-1
30156	a,Cobendell\0	a,Master\0	9C	E8	A9	-1
30157	a,Greenis\0	a,Magister\0	9C	E8	A9	-1
30158	a,Esrandell\0	a,Magister\0	9C	E8	A9	-1
30162	a,Karin\0	a,Gatekeeper\0	9C	E8	A9	-1
30163	a,Rex\0	a,Trader\0	9C	E8	A9	-1
30164	a,Ian\0	a,Trader\0	9C	E8	A9	-1
30165	a,Ralford\0	a,Trader\0	9C	E8	A9	-1
30166	a,Wesley\0	a,Magic Trader\0	9C	E8	A9	-1
30169	a,Marty\0	a,Warehouse Freightman\0	9C	E8	A9	-1
30170	a,Radic\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30171	a,Galios\0	a,Magister\0	9C	E8	A9	-1
30174	a,Arkenias\0	a,Grand Magister\0	9C	E8	A9	-1
30175	a,Fairen\0	a,Grand Magister\0	9C	E8	A9	-1
30176	a,Valleria\0	a,Grand Magister\0	9C	E8	A9	-1
30177	a,Valentina\0	a,Gatekeeper\0	9C	E8	A9	-1
30178	a,Zenkin\0	a,Trader\0	9C	E8	A9	-1
30179	a,Raudia\0	a,Trader\0	9C	E8	A9	-1
30180	a,Sara\0	a,Trader\0	9C	E8	A9	-1
30181	a,Galibredo\0	a,Trader\0	9C	E8	A9	-1
30182	a,Cliff\0	a,Warehouse Freightman\0	9C	E8	A9	-1
30183	a,Hagger\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30184	a,Rigol\0	a,Master\0	9C	E8	A9	-1
30185	a,Taniac Blackbird\0	a,Master\0	9C	E8	A9	-1
30186	a,Bhan\0	a,Master\0	9C	E8	A9	-1
30187	a,Klaus Blackbird\0	a,Grand Master\0	9C	E8	A9	-1
30188	a,Vadin\0	a,Priest\0	9C	E8	A9	-1
30189	a,Rovia\0	a,Magister\0	9C	E8	A9	-1
30190	a,Phanovia\0	a,Magister\0	9C	E8	A9	-1
30191	a,Hollint\0	a,High Priest\0	9C	E8	A9	-1
30192	a,Darya\0	a,Master\0	9C	E8	A9	-1
30194	a,Gideon\0	a,Magister\0	9C	E8	A9	-1
30195	a,Brecson\0	a,Grand Master\0	9C	E8	A9	-1
30196	a,Mouen\0	a,Captain\0	9C	E8	A9	-1
30197	a,Hector\0	a,Guard\0	9C	E8	A9	-1
30198	a,Jerin\0	a,Guard\0	9C	E8	A9	-1
30199	a,Yates\0	a,Guard\0	9C	E8	A9	-1
30200	a,Stan\0	a,Guard\0	9C	E8	A9	-1
30201	a,Pinaps\0	a,Guard\0	9C	E8	A9	-1
30207	a,Arodin\0	a,Trader\0	9C	E8	A9	-1
30208	a,Damion\0	a,Trader\0	9C	E8	A9	-1
30209	a,Colleen\0	a,Trader\0	9C	E8	A9	-1
30210	a,Norman\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30216	a,Wheeler\0	a,Sentinel\0	9C	E8	A9	-1
30217	a,Berros\0	a,Sentinel\0	9C	E8	A9	-1
30218	a,Kendell\0	a,Sentinel\0	9C	E8	A9	-1
30219	a,Veltress\0	a,Sentinel\0	9C	E8	A9	-1
30220	a,Starden\0	a,Sentinel\0	9C	E8	A9	-1
30221	a,Rayen\0	a,Sentinel\0	9C	E8	A9	-1
30222	a,Alshupes\0	a,	9C	E8	A9	-1
30223	a,Arujien\0	a,	9C	E8	A9	-1
30224	a,Rayla\0	a,Sentry Knight \0	9C	E8	A9	-1
30230	a,Edroc\0	a,Trader\0	9C	E8	A9	-1
30231	a,Garette\0	a,Trader\0	9C	E8	A9	-1
30232	a,Sorint\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30233	a,Esmeralda\0	a,Gatekeeper\0	9C	E8	A9	-1
30253	a,Simplon\0	a,Trader\0	9C	E8	A9	-1
30254	a,Harmony\0	a,Trader\0	9C	E8	A9	-1
30255	a,Haprock\0	a,Warehouse Keeper\0	9C	E8	A9	-1
30256	a,Bella\0	a,Gatekeeper\0	9C	E8	A9	-1
30283	a,Altran\0	a,Blacksmith\0	9C	E8	A9	-1
30284	a,Alberius\0	a,Sentinel Knight\0	9C	E8	A9	-1
30285	a,Gartrandell\0	a,Sentinel\0	9C	E8	A9	-1
30288	a,Rains\0	a,Grand Master\0	9C	E8	A9	-1
30289	a,Raymond\0	a,High Priest\0	9C	E8	A9	-1
30290	a,Xenos\0	a,Grand Master\0	9C	E8	A9	-1
30291	a,Alex\0	a,Captain\0	9C	E8	A9	-1
30293	a,Manuel\0	a,Priest\0	9C	E8	A9	-1
30294	a,Varan\0	a,Trader\0	9C	E8	A9	-1
30297	a,Tobias\0	a,Grand Master\0	9C	E8	A9	-1
30298	a,Pinter\0	a,Blacksmith\0	9C	E8	A9	-1
30300	a,Pushkin\0	a,Blacksmith\0	9C	E8	A9	-1
30301	a,Hally\0	a,Trader\0	9C	E8	A9	-1
30305	a,Vellior\0	a,Tetrarch\0	9C	E8	A9	-1
30307	a,Karrod\0	a,Blacksmith\0	9C	E8	A9	-1
30311	a,Sir Collin Windawood\0	a,	9C	E8	A9	-1
30312	a,Rockswell\0	a,Lighthouse Keeper\0	9C	E8	A9	-1
30313	a,Asha\0	a,Trader\0	9C	E8	A9	-1
30314	a,Nestle\0	a,Trader\0	9C	E8	A9	-1
30315	a,Poesia\0	a,Trader\0	9C	E8	A9	-1
30316	a,Raut\0	a,Warehouse Freightman\0	9C	E8	A9	-1
30317	a,Kluto\0	a,Blacksmith\0	9C	E8	A9	-1
30320	a,Richlin\0	a,Gatekeeper\0	9C	E8	A9	-1
30321	a,Sydnia\0	a,Trader\0	9C	E8	A9	-1
30322	a,Ballin\0	a,Warehouse Freightman\0	9C	E8	A9	-1
30325	a,Audiberti\0	a,Master\0	9C	E8	A9	-1
30326	a,Leona\0	a,Master\0	9C	E8	A9	-1
30327	a,Sorius\0	a,Master\0	9C	E8	A9	-1
30328	a,Reisa\0	a,Master\0	9C	E8	A9	-1
30329	a,Virgil\0	a,Master\0	9C	E8	A9	-1
30330	a,Sidra\0	a,Magister\0	9C	E8	A9	-1
30331	a,Thoma\0	a,Guard\0	9C	E8	A9	-1
30332	a,Bathis\0	a,Captain\0	9C	E8	A9	-1
30333	a,Praga\0	a,Guard\0	9C	E8	A9	-1
30334	a,Babenco\0	a,Guard\0	9C	E8	A9	-1
30335	a,Brynn\0	a,Guard\0	9C	E8	A9	-1
30336	a,Curtis\0	a,Guard\0	9C	E8	A9	-1
30337	a,Moretti\0	a,Guard\0	9C	E8	A9	-1
30338	a,Melville\0	a,Guard\0	9C	E8	A9	-1
30342	a,Varsak\0	a,	9C	E8	A9	-1
30344	a,Rohmer\0	a,Magister\0	9C	E8	A9	-1
30345	a,Ramoniell\0	a,Magister\0	9C	E8	A9	-1
30346	a,Kayleen\0	a,Sentry\0	9C	E8	A9	-1
30347	a,Marion\0	a,Sentry\0	9C	E8	A9	-1
30348	a,Nelsya\0	a,Sentry\0	9C	E8	A9	-1
30349	a,Jenna\0	a,Sentry\0	9C	E8	A9	-1
30350	a,Carlon\0	a,Warehouse Freightman\0	9C	E8	A9	-1
30351	a,Astaron\0	a,	9C	E8	A9	-1
30352	a,Karina\0	a,	9C	E8	A9	-1
30353	a,Jughead\0	a,	9C	E8	A9	-1
30354	a,Jewel\0	a,	9C	E8	A9	-1
30355	a,Roselyn\0	a,Sentry\0	9C	E8	A9	-1
30356	a,Altima\0	a,Sentry\0	9C	E8	A9	-1
30357	a,Kristin\0	a,Sentry\0	9C	E8	A9	-1
30358	a,Thifiell\0	a,Tetrarch\0	9C	E8	A9	-1
30359	a,Kaitar\0	a,Tetrarch\0	9C	E8	A9	-1
30360	a,Harant\0	a,Master\0	9C	E8	A9	-1
30361	a,Rizraell\0	a,	9C	E8	A9	-1
30362	a,Andellia\0	a,	9C	E8	A9	-1
30363	a,Aios\0	a,Blacksmith\0	9C	E8	A9	-1
30368	a,Lilith\0	a,	9C	E8	A9	-1
30369	a,Baenedes\0	a,Master\0	9C	E8	A9	-1
30370	a,Nerupa\0	a,	9C	E8	A9	-1
30371	a,Thalia\0	a,	9C	E8	A9	-1
30373	a,Ramos\0	a,Grand Master\0	9C	E8	A9	-1
30374	a,Rhodiell\0	a,Master\0	9C	E8	A9	-1
30375	a,Adonius\0	a,Priest\0	9C	E8	A9	-1
30376	a,Nell\0	a,Magister\0	9C	E8	A9	-1
30377	a,Talbot\0	a,Magister\0	9C	E8	A9	-1
30378	a,Estella\0	a,Master\0	9C	E8	A9	-1
30379	a,Bezique\0	a,Captain\0	9C	E8	A9	-1
30380	a,Plink\0	a,Guard\0	9C	E8	A9	-1
30381	a,Alvah\0	a,Guard\0	9C	E8	A9	-1
30382	a,Leikan\0	a,Guard\0	9C	E8	A9	-1
30383	a,Scott\0	a,Guard\0	9C	E8	A9	-1
30384	a,Linus\0	a,Guard\0	9C	E8	A9	-1
30385	a,Weisz\0	a,Guard\0	9C	E8	A9	-1
30386	a,Luis\0	a,Guard\0	9C	E8	A9	-1
30387	a,Clancy\0	a,Wharf Manager \0	9C	E8	A9	-1
30391	a,Parina\0	a,	9C	E8	A9	-1
30400	a,Newbie Helper\0	a,	9C	E8	A9	-1
30401	a,Newbie Helper\0	a,	9C	E8	A9	-1
30402	a,Newbie Helper\0	a,	9C	E8	A9	-1
30403	a,Newbie Helper\0	a,	9C	E8	A9	-1
30404	a,Newbie Helper\0	a,	9C	E8	A9	-1
30405	a,Marius\0	a,	9C	E8	A9	-1
30406	a,Matheo\0	a,	9C	E8	A9	-1
30407	a,Mesella\0	a,	9C	E8	A9	-1
30408	a,Lionel\0	a,	9C	E8	A9	-1
30409	a,Earth Snake\0	a,	9C	E8	A9	-1
30410	a,Wasteland Lizardman\0	a,	9C	E8	A9	-1
30411	a,Flame Salamander\0	a,	9C	E8	A9	-1
30412	a,Wind Sylph\0	a,	9C	E8	A9	-1
30413	a,Water Undine\0	a,	9C	E8	A9	-1
30414	a,Rosella\0	a,	9C	E8	A9	-1
30415	a,Charkeren\0	a,	9C	E8	A9	-1
30416	a,Triskel\0	a,	9C	E8	A9	-1
30417	a,Sir Klaus Vasper\0	a,	9C	E8	A9	-1
30418	a,Annika\0	a,	9C	E8	A9	-1
30419	a,Arkenia\0	a,Witch\0	9C	E8	A9	-1
30420	a,Tyra\0	a,	9C	E8	A9	-1
