tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	dtab1[10]	dtab1[11]	dtab1[12]	dtab1[13]	dtab1[14]	dtab1[15]	dtab1[16]	dtab1[17]	dtab1[18]	dtab1[19]	dtab1[20]	dtab1[21]	dtab1[22]	dtab1[23]	dtab1[24]	dtab1[25]	npc_speed	unk0_cnt	unk0_tab	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	rb_effect_on	rb_effect	rb_effect_fl	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
29038	LineageMonster2.ifrit	LineageMonsters2.ifrit_m00	3	LineageMonstersTex2.ifrit_t00	LineageMonstersTex2.ifrit_t01	LineageMonstersTex2.ifrit_t02			0			2	4416	7																									1.00000000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29039	LineageMonster2.ifrit	LineageMonsters2.ifrit_m00	3	LineageMonstersTex2.ifrit_t00	LineageMonstersTex2.ifrit_t01	LineageMonstersTex2.ifrit_t02			0			2	4416	7																									1.00000000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29040	LineageMonster2.inferno_drake_20_bi	LineageMonsters2.inferno_drake_m00	2	LineageMonstersTex2.inferno_drake_t00	LineageMonstersTex2.inferno_drake_t01				0			6	4494	1	4982	1	4416	10																					1.08108103	0		1				4	MonSound.Hit_Bone_6	MonSound.Hit_Bone_2	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3		3	MonSound.strider_dmg_1	MonSound.strider_dmg_2	MonSound.strider_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29041	LineageMonster2.lava_golem	LineageMonsters2.lava_golem_m00	2	LineageMonstersTex2.lava_golem_t00	LineageMonstersTex2.lava_golem_t01				0			2	4416	2																									1.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	MonSound.Hit_Stone_3	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29042	LineageMonster2.lava_golem	LineageMonsters2.lava_golem_m00	2	LineageMonstersTex2.lava_golem_t00	LineageMonstersTex2.lava_golem_t01				0			2	4416	2																									1.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	MonSound.Hit_Stone_3	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29043	LineageMonster2.ifrit	LineageMonsters2.ifrit_m00	3	LineageMonstersTex2.ifrit_t00	LineageMonstersTex2.ifrit_t01	LineageMonstersTex2.ifrit_t02			0			2	4416	7																									1.00000000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29044	LineageMonster2.ifrit	LineageMonsters2.ifrit_m00	3	LineageMonstersTex2.ifrit_t00	LineageMonstersTex2.ifrit_t01	LineageMonstersTex2.ifrit_t02			0			2	4416	7																									1.00000000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29045	LineageMonster3.frintessa	LineageMonsters3.frintessa_m00	2	LineageMonstersTex3.frintessa_t00	LineageMonstersTex3.frintessa_t01				0			2	4416	6																									1.00000000	0		3	ItemSound.spear_3	ItemSound.sword_great_2	ItemSound.hammer_2	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	MonSound.h_ghost_dmg_1	MonSound.h_ghost_dmg_2	MonSound.h_ghost_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
29046	LineageMonster3.follower_of_frintessa	LineageMonsters3.follower_of_frintessa_m00	3	LineageMonstersTex3.follower_of_frintessa_t00	LineageMonstersTex3.follower_of_frintessa_t01	LineageMonstersTex3.follower_of_frintessa_t02			0			2	4416	9																									0.46250001	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29047	LineageMonster3.follower_of_frintessa_tran	LineageMonsters3.follower_of_frintessa_tran_m00	3	LineageMonstersTex3.follower_of_frintessa_tran_t00	LineageMonstersTex3.follower_of_frintessa_tran_t01	LineageMonstersTex3.follower_of_frintessa_tran_t02			0			2	4416	9																									0.62000000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29048	LineageMonster3.Evilate	LineageMonsters3.Evilate_m00	1	LineageMonstersTex3.evilate_t00					0			2	4416	2																									0.05000000	0		1				4	ItemSound.shield_wood_1	MonSound.Hit_Normal_4	ItemSound.shield_wood_3	MonSound.Hit_wood_1		1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29049	LineageMonster3.Evilate	LineageMonsters3.Evilate_m00	1	LineageMonstersTex3.evilate_t00					0			2	4416	2																									0.05000000	0		1				4	ItemSound.shield_wood_1	MonSound.Hit_Normal_4	ItemSound.shield_wood_3	MonSound.Hit_wood_1		1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29050	LineageMonster3.portrait_spirit	LineageMonsters3.portrait_spirit_m00	2	LineageMonstersTex3.portrait_spirit_t00	LineageMonstersTex3.portrait_spirit_t01				0			2	4416	9																									1.00000000	0		1				4	MonSound.Hit_Bone_6	MonSound.Hit_Bone_2	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3		3	MonSound.mstakato_queen_dmg_1	MonSound.mstakato_queen_dmg_2	MonSound.mstakato_queen_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29051	LineageMonster3.portrait_spirit_winged	LineageMonsters3.portrait_spirit_winged_m00	2	LineageMonstersTex3.portrait_spirit_t00	LineageMonstersTex3.portrait_spirit_t01				0			2	4416	9																									1.00000000	0		1				4	MonSound.Hit_Bone_6	MonSound.Hit_Bone_2	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3		3	MonSound.mstakato_queen_dmg_1	MonSound.mstakato_queen_dmg_2	MonSound.mstakato_queen_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29052	LineageMonster3.Organ_Dummy	LineageMonsters3.Organ_Dummy_m00	1						0			2	4416	2																									0.05000000	0		1				4	ItemSound.shield_wood_1	MonSound.Hit_Normal_4	ItemSound.shield_wood_3	MonSound.Hit_wood_1		1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
29053	LineageMonster3.Follower_Dummy	LineageMonsters3.Follower_Dummy_m00	1						0			2	4416	2																									0.05000000	0		1				4	ItemSound.shield_wood_1	MonSound.Hit_Normal_4	ItemSound.shield_wood_3	MonSound.Hit_wood_1		1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
29054	LineageMonster3.benom	LineageMonsters3.benom_m00	3	LineageMonstersTex3.benom_t00	LineageMonstersTex3.benom_t01	LineageMonstersTex3.benom_t02			0			2	4416	9																									1.00000000	0		1				4	MonSound.Hit_Bone_6	MonSound.Hit_Bone_2	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3		3	MonSound.h_less_knight_dmg_1	MonSound.h_less_knight_dmg_2	MonSound.h_less_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29055	LineageNPC.teleport_npc		1						0			2	4416	19																									1.20000005	0		1				5	MonSound.Hit_Soul_8	MonSound.Hit_Soul_7	MonSound.Hit_Metal_10	MonSound.Hit_Metal_16	MonSound.Hit_Soul_6	1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29056	LineageMonster3.ice_fairy	LineageMonsters3.ice_fairy_m00	2	LineageMonstersTex3.ice_fairy_t00	LineageMonstersTex3.ice_fairy_t01				0			8	4494	1	5036	1	4416	7	4430	5																			0.75999999	0		1				5	MonSound.Hit_Soul_8	MonSound.Hit_Soul_7	MonSound.Hit_Metal_10	MonSound.Hit_Metal_16	MonSound.Hit_Soul_6	3	MonSound.sylph_dmg_1	MonSound.sylph_dmg_2	MonSound.sylph_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29057	LineageMonster.sylph_110p	LineageMonsters.sylph_m00	2	LineageMonstersTex.sylph_t00	LineageMonstersTex.sylph_t01				0			6	4416	7	4414	3	4010	5																					3.16666675	0		1				3	MonSound.Hit_Soul_5	MonSound.Hit_Soul_6	MonSound.Hit_Soul_8			3	MonSound.sylph_dmg_1	MonSound.sylph_dmg_2	MonSound.sylph_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29058	LineageMonster.field_stalker_20_bi	LineageMonsters.field_stalker_m00	2	LineageMonstersTex.field_stalker_t00	LineageMonstersTex.field_stalker_t01				0			6	4416	2	4414	3	4010	5																					1.72727275	0		1				5	MonSound.Hit_Bone_6	MonSound.Hit_Wet_2	MonSound.Hit_normal_3	MonSound.Hit_Wet_4	MonSound.Hit_Wet_5	3	MonSound.field_stalker_dmg_1	MonSound.field_stalker_dmg_2	MonSound.field_stalker_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29059	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									160.00000000	0		1				1						1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
29060	LineageMonster.gargoyle_02te_120p	LineageMonsters.gargoyle_m00	2	LineageMonstersTex.gargoyle_t00_02	LineageMonstersTex.gargoyle_t01_02				0			6	4494	1	5030	1	4416	3																					1.35714281	0		1				4	MonSound.Hit_Stone_1	MonSound.Hit_Bone_4	MonSound.Hit_Bone_8	MonSound.Hit_Stone_3		3	MonSound.gargoyle_dmg_1	MonSound.gargoyle_dmg_2	MonSound.gargoyle_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29061	LineageNPC.teleport_npc_frin		1						0			2	4416	19																									1.20000005	0		1				5	MonSound.Hit_Soul_8	MonSound.Hit_Soul_7	MonSound.Hit_Metal_10	MonSound.Hit_Metal_16	MonSound.Hit_Soul_6	1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
29062	LineageMonster3.heretic_priest_110p	LineageMonsters3.heretic_priest_m00	3	LineageMonstersTex3.heretic_priest_t00	LineageMonstersTex3.heretic_priest_t01	LineageMonstersTex3.heretic_priest_t02			0			6	4494	1	5033	1	4416	6																					0.95454544	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	MonSound.sylph_dmg_1	MonSound.sylph_dmg_2	MonSound.sylph_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29063	LineageMonster3.heretic_privates	LineageMonsters3.heretic_privates_m00	2	LineageMonstersTex3.heretic_privates_t00	LineageMonstersTex3.heretic_privates_t01				0			4	4416	6	4414	3																							1.00000000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	MonSound.sylph_dmg_1	MonSound.sylph_dmg_2	MonSound.sylph_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29064	LineageMonster3.heretic_privates_a	LineageMonsters3.heretic_privates_a_m00	2	LineageMonstersTex3.heretic_privates_t00	LineageMonstersTex3.heretic_privates_t01				0			4	4416	6	4414	3																							1.00000000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	MonSound.sylph_dmg_1	MonSound.sylph_dmg_2	MonSound.sylph_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
29065	LineageMonster3.sailren	LineageMonsters3.sailren_m00	3	LineageMonstersTex3.sailren_t00	LineageMonstersTex3.sailren_t01	LineageMonstersTex3.sailren_t02			0			6	4494	1	5180	1	4416	3																					1.60869563	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29066	LineageMonster.antaras	LineageMonsters.antaras_m00	2	LineageMonstersTex.antaras_t00	LineageMonstersTex.antaras_t01				0			4	4416	10	4122	1																							1.00000000	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29067	LineageMonster.antaras	LineageMonsters.antaras_m00	2	LineageMonstersTex.antaras_t00	LineageMonstersTex.antaras_t01				0			4	4416	10	4122	1																							1.00000000	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29068	LineageMonster.antaras	LineageMonsters.antaras_m00	2	LineageMonstersTex.antaras_t00	LineageMonstersTex.antaras_t01				0			4	4416	10	4122	1																							1.00000000	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29069	LineageMonster3.antaras_ex_a	LineageMonsters3.antaras_ex_a_m00	2	LineageMonstersTex3.antaras_ex_a_t00	LineageMonstersTex3.antaras_ex_a_t01				0			2	4416	10																									1.00000000	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29070	LineageMonster3.antaras_ex_b_80p	LineageMonsters3.antaras_ex_b_m00	2	LineageMonstersTex3.antaras_ex_b_t00	LineageMonstersTex3.antaras_ex_b_t01				0			2	4416	10																									1.25000000	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29071	LineageMonster3.antaras_ex_b_80p	LineageMonsters3.antaras_ex_b_m00	2	LineageMonstersTex3.antaras_ex_b_t00	LineageMonstersTex3.antaras_ex_b_t01				0			2	4416	10																									1.22500002	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29072	LineageMonster3.antaras_ex_b_80p	LineageMonsters3.antaras_ex_b_m00	2	LineageMonstersTex3.antaras_ex_b_t00	LineageMonstersTex3.antaras_ex_b_t01				0			2	4416	10																									1.27499998	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29073	LineageMonster3.antaras_ex_b_80p	LineageMonsters3.antaras_ex_b_m00	2	LineageMonstersTex3.antaras_ex_b_t00	LineageMonstersTex3.antaras_ex_b_t01				0			2	4416	10																									1.23500001	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29074	LineageMonster3.antaras_ex_b_80p	LineageMonsters3.antaras_ex_b_m00	2	LineageMonstersTex3.antaras_ex_b_t00	LineageMonstersTex3.antaras_ex_b_t01				0			2	4416	10																									1.25999999	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29075	LineageMonster3.antaras_ex_b_80p	LineageMonsters3.antaras_ex_b_m00	2	LineageMonstersTex3.antaras_ex_b_t00	LineageMonstersTex3.antaras_ex_b_t01				0			2	4416	10																									1.21500003	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29076	LineageMonster3.antaras_ex_b	LineageMonsters3.antaras_ex_b_m00	2	LineageMonstersTex3.antaras_ex_b_t00	LineageMonstersTex3.antaras_ex_b_t01				0			2	4416	10																									1.25000000	0		1				4	ItemSound2.armor_meat01	ItemSound2.armor_meat02	ItemSound2.armor_meat03	ItemSound2.armor_meat04		3	MonSound3.antaras_dmg_1	MonSound3.antaras_dmg_2	MonSound3.antaras_dmg_3	0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	1
29077	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29078	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29079	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29080	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29081	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29082	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29083	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29084	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29085	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29086	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29087	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29088	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29089	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29090	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29091	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29092	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
29093	LineageNPC.clear_npc	dropitems.drop_leaf_m00	1	DropItemsTex.clear_npc_t00					0			2	4416	2																									20.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_1	MonSound.Hit_Normal_5	1				0			1	0					LineageEffect.p_u002_a	0	30.00000000	250.00000000	50.00000000	0	0
