name	floats_1[0]	floats_1[1]	floats_1[2]	ints_1[0]	ints_1[1]	ints_1[2]	floats_2[0]	floats_2[1]	floats_2[2]	ints_2[0]	ints_2[1]	ints_2[2]	floats_3[0]	floats_3[1]	floats_3[2]	ints_3[0]	ints_3[1]	ints_3[2]	floats_4[0]	floats_4[1]	floats_4[2]	ints_4[0]	ints_4[1]	ints_4[2]	floats_5[0]	floats_5[1]	floats_5[2]	ints_5[0]	ints_5[1]	ints_5[2]	floats_6[0]	floats_6[1]	floats_6[2]	ints_6[0]	ints_6[1]	ints_6[2]	floats_7[0]	floats_7[1]	floats_7[2]	ints_7[0]	ints_7[1]	ints_7[2]	floats_8[0]	floats_8[1]	floats_8[2]	ints_8[0]	ints_8[1]	ints_8[2]	floats_9[0]	floats_9[1]	floats_9[2]	ints_9[0]	ints_9[1]	ints_9[2]	floats_A[0]	floats_A[1]	floats_A[2]	ints_A[0]	ints_A[1]	ints_A[2]	floats_B[0]	floats_B[1]	floats_B[2]	ints_B[0]	ints_B[1]	ints_B[2]	floats_C[0]	floats_C[1]	floats_C[2]	ints_C[0]	ints_C[1]	ints_C[2]	floats_D[0]	floats_D[1]	floats_D[2]	ints_D[0]	ints_D[1]	ints_D[2]	floats_E[0]	floats_E[1]	floats_E[2]	ints_E[0]	ints_E[1]	ints_E[2]	floats_F[0]	floats_F[1]	floats_F[2]	ints_F[0]	ints_F[1]	ints_F[2]
LineageAccessory.Fdwarf_hair_feeler_m000_a	5.40000010	-1.89999998	0.00000000	16384	32768	0	5.40000010	-1.89999998	0.00000000	16384	32768	0	5.40000010	-1.89999998	0.00000000	16384	32768	0	5.40000010	-1.89999998	0.00000000	16384	32768	0	5.40000010	-1.89999998	0.00000000	16384	32768	0	5.40000010	-1.89999998	0.00000000	16384	32768	0	5.40000010	-1.89999998	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mdwarf_hair_feeler_m000_a	7.00000000	0.10000000	0.00000000	16384	34000	0	7.00000000	-0.20000000	0.00000000	16384	34000	0	7.00000000	-0.20000000	0.00000000	16384	34000	0	7.00000000	-0.20000000	0.00000000	16384	34000	0	7.00000000	-0.20000000	0.00000000	16384	34000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Felf_hair_feeler_m000_a	5.09999990	-1.00000000	0.00000000	16384	32768	0	5.09999990	-1.00000000	0.00000000	16384	32768	0	5.09999990	-1.00000000	0.00000000	16384	32768	0	5.09999990	-1.20000005	0.00000000	16384	32768	0	5.09999990	-1.00000000	0.00000000	16384	32768	0	5.09999990	-1.00000000	0.00000000	16384	32768	0	5.09999990	-1.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Melf_hair_feeler_m000_a	5.59999990	-1.39999998	0.00000000	16384	32768	0	5.59999990	-1.39999998	0.00000000	16384	32768	0	5.59999990	-1.39999998	0.00000000	16384	32768	0	5.59999990	-1.39999998	0.00000000	16384	32768	0	5.59999990	-1.39999998	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Morc_hair_feeler_m000_a	5.59999990	-1.50000000	0.00000000	16384	34000	0	5.09999990	-1.50000000	0.00000000	16384	34000	0	5.19999981	-1.50000000	0.00000000	16384	34000	0	5.19999981	-1.50000000	0.00000000	16384	34000	0	5.00000000	-1.50000000	0.00000000	16384	34000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Forc_hair_feeler_m000_a	5.69999981	0.00000000	0.00000000	16384	32768	62000	5.80000019	0.00000000	0.00000000	16384	32768	62000	5.80000019	0.10000000	0.00000000	16384	32768	62000	6.00000000	0.10000000	0.00000000	16384	32768	62000	5.80000019	0.10000000	0.00000000	16384	32768	62000	5.80000019	0.10000000	0.00000000	16384	32768	62000	5.90000010	0.10000000	0.00000000	16384	32768	62000	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mshaman_hair_feeler_m000_a	6.00000000	-1.00000000	0.00000000	16384	35000	0	6.19999981	-1.00000000	0.00000000	16384	35000	0	6.30000019	-1.00000000	0.00000000	16384	35000	0	6.40000010	-1.00000000	0.00000000	16384	35000	0	6.40000010	-1.00000000	0.00000000	16384	35000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fshaman_hair_feeler_m000_a	5.50000000	0.00000000	0.00000000	16384	32768	62000	5.50000000	0.00000000	0.00000000	16384	32768	62000	5.50000000	-0.10000000	0.00000000	16384	32768	62000	5.40000010	0.00000000	0.00000000	16384	32768	62000	5.59999990	0.30000001	0.00000000	16384	32768	62000	5.59999990	0.10000000	0.00000000	16384	32768	62000	5.59999990	-0.10000000	0.00000000	16384	32768	62000	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Ffighter_hair_feeler_m000_a	5.59999990	-1.00000000	0.00000000	16384	34000	0	5.59999990	-1.00000000	0.00000000	16384	34000	0	5.59999990	-1.00000000	0.00000000	16384	34000	0	5.69999981	-1.20000005	0.00000000	16384	34000	0	5.69999981	-1.20000005	0.00000000	16384	34000	0	5.69999981	-1.20000005	0.00000000	16384	34000	0	5.69999981	-1.00000000	0.00000000	16384	34000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mfighter_hair_feeler_m000_a	5.50000000	-1.29999995	0.00000000	16384	32768	0	5.40000010	-1.29999995	0.00000000	16384	32768	0	5.69999981	-1.29999995	0.00000000	16384	32768	0	5.50000000	-1.29999995	0.00000000	16384	32768	0	5.40000010	-1.29999995	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fdarkelf_hair_feeler_m000_a	4.80000019	-0.60000002	0.00000000	16384	32768	64500	4.90000010	-0.60000002	0.00000000	16384	32768	64500	4.90000010	-0.60000002	0.00000000	16384	32768	64500	4.90000010	-0.69999999	0.00000000	16384	32768	64500	4.90000010	-0.89999998	0.00000000	16384	32768	64500	4.90000010	-0.80000001	0.00000000	16384	32768	64500	4.90000010	-0.80000001	0.00000000	16384	32768	64500	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mdarkelf_hair_feeler_m000_a	5.59999990	-0.50000000	0.00000000	16384	32768	63500	5.90000010	-0.50000000	0.00000000	16384	32768	63500	5.50000000	-0.50000000	0.00000000	16384	32768	63500	5.59999990	-0.60000002	0.00000000	16384	32768	63500	5.69999981	-0.60000002	0.00000000	16384	32768	63500	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mmagic_hair_feeler_m000_a	5.90000010	-0.69999999	0.00000000	16384	32768	64000	6.00000000	-0.69999999	0.00000000	16384	32768	64000	5.90000010	-0.69999999	0.00000000	16384	32768	64000	5.90000010	-0.69999999	0.00000000	16384	32768	64000	6.00000000	-0.69999999	0.00000000	16384	32768	64000	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fmagic_hair_feeler_m000_a	4.90000010	-0.80000001	0.00000000	16384	32768	64500	4.90000010	-0.60000002	0.00000000	16384	32768	64500	4.90000010	-0.60000002	0.00000000	16384	32768	64500	4.90000010	-0.60000002	0.00000000	16384	32768	64500	4.90000010	-0.80000001	0.00000000	16384	32768	64500	4.90000010	-0.50000000	0.00000000	16384	32768	64500	5.09999990	-0.60000002	0.00000000	16384	32768	64500	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fdwarf_hair_cornu_m000_a	4.59999990	-0.50000000	0.00000000	16384	32768	0	4.59999990	-0.80000001	0.00000000	16384	30000	0	4.59999990	-0.80000001	0.00000000	16384	30000	0	4.59999990	-0.80000001	0.00000000	16384	30000	0	4.40000010	-1.00000000	0.00000000	16384	30000	0	4.50000000	-1.00000000	0.00000000	16384	30000	0	4.50000000	-0.80000001	0.00000000	16384	30000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mdwarf_hair_cornu_m000_a	5.69999981	1.10000002	0.00000000	16384	34000	0	5.80000019	1.10000002	0.00000000	16384	34000	0	5.80000019	1.10000002	0.00000000	16384	34000	0	5.98999977	1.10000002	0.00000000	16384	35000	0	5.90000010	1.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Felf_hair_cornu_m000_a	4.50000000	-0.10000000	0.00000000	16384	32768	0	4.50000000	-0.10000000	0.00000000	16384	32768	0	4.50000000	-0.10000000	0.00000000	16384	32768	0	4.50000000	-0.10000000	0.00000000	16384	32768	0	4.50000000	-0.10000000	0.00000000	16384	32768	0	4.50000000	-0.10000000	0.00000000	16384	32768	0	4.50000000	-0.10000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Melf_hair_cornu_m000_a	4.59999990	-0.50000000	0.00000000	16384	32768	0	4.59999990	-0.50000000	0.00000000	16384	32768	0	4.59999990	-0.50000000	0.00000000	16384	32768	0	4.59999990	-0.50000000	0.00000000	16384	32768	0	4.59999990	-0.50000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Morc_hair_cornu_m000_a	4.50000000	-0.80000001	0.00000000	16384	32768	0	4.19999981	-0.80000001	0.00000000	16384	32768	0	4.19999981	-0.80000001	0.00000000	16384	32768	0	4.19999981	-0.80000001	0.00000000	16384	32768	0	4.00000000	-0.80000001	0.00000000	16384	33000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Forc_hair_cornu_m000_a	4.19999981	0.30000001	0.00000000	16384	32768	62500	4.25000000	0.30000001	0.00000000	16384	32768	62500	4.40000010	0.30000001	0.00000000	16384	32768	62500	4.25000000	0.30000001	0.00000000	16384	32768	62500	4.25000000	0.30000001	0.00000000	16384	32768	62500	4.30000019	0.40000001	0.00000000	16384	32768	62500	4.40000010	0.30000001	0.00000000	16384	32768	62500	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mshaman_hair_cornu_m000_a	5.30000019	-0.50000000	0.00000000	16384	32768	0	5.30000019	-0.50000000	0.00000000	16384	32768	0	5.09999990	-0.50000000	0.00000000	16384	32768	0	5.09999990	-0.50000000	0.00000000	16384	32768	0	5.30000019	-0.50000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fshaman_hair_cornu_m000_a	4.19999981	0.20000000	0.00000000	16384	32768	63000	4.19999981	0.20000000	0.00000000	16384	32768	63000	4.19999981	-0.40000001	0.00000000	16384	32768	63000	4.19999981	0.20000000	0.00000000	16384	32768	63000	4.30000019	0.40000001	0.00000000	16384	32768	63000	4.30000019	0.20000000	0.00000000	16384	32768	63000	4.19999981	0.00000000	0.00000000	16384	32768	63000	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Ffighter_hair_cornu_m000_a	4.46999979	-0.40000001	0.00000000	16384	32768	0	4.46999979	-0.40000001	0.00000000	16384	32768	0	4.46999979	-0.40000001	0.00000000	16384	32768	0	4.59999990	-0.40000001	0.00000000	16384	32768	0	4.59999990	-0.40000001	0.00000000	16384	32768	0	4.59999990	-0.40000001	0.00000000	16384	32768	0	4.50000000	-0.40000001	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mfighter_hair_cornu_m000_a	4.50000000	-0.60000002	0.00000000	16384	32768	0	4.40000010	-0.50000000	0.00000000	16384	32768	0	4.59999990	-0.69999999	0.00000000	16384	32768	0	4.30000019	-0.50000000	0.00000000	16384	32768	0	4.19999981	-0.50000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fdarkelf_hair_cornu_m000_a	3.75000000	0.00000000	0.00000000	16384	32768	64000	3.75000000	-0.40000001	0.00000000	16384	32768	64000	3.75000000	0.00000000	0.00000000	16384	32768	64000	3.75000000	-0.40000001	0.00000000	16384	32768	64000	3.75000000	-0.40000001	0.00000000	16384	32768	64000	3.75000000	-0.40000001	0.00000000	16384	32768	64000	3.59999990	-0.40000001	0.00000000	16384	32768	64000	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mdarkelf_hair_cornu_m000_a	4.40000010	-0.20000000	0.00000000	16384	32768	64000	4.50000000	-0.20000000	0.00000000	16384	32768	64000	4.30000019	-0.10000000	0.00000000	16384	32768	64000	4.40000010	-0.40000001	0.00000000	16384	32768	65000	4.40000010	-0.30000001	0.00000000	16384	32768	65000	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mmagic_hair_cornu_m000_a	4.59999990	-0.40000001	0.00000000	16384	32768	0	4.90000010	-0.50000000	0.00000000	16384	32768	0	4.80000019	-0.40000001	0.00000000	16384	32768	0	4.80000019	-0.40000001	0.00000000	16384	32768	0	4.80000019	-0.40000001	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fmagic_hair_cornu_m000_a	3.79999995	-0.10000000	0.00000000	16384	32768	65000	3.79999995	-0.10000000	0.00000000	16384	32768	65000	3.79999995	-0.10000000	0.00000000	16384	32768	65000	3.79999995	-0.10000000	0.00000000	16384	32768	65000	3.79999995	-0.30000001	0.00000000	16384	32768	65000	3.79999995	-0.20000000	0.00000000	16384	32768	65000	3.79999995	-0.10000000	0.00000000	16384	32768	65000	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fdwarf_hair_ring_m000_a	4.50000000	-0.40000001	2.40000010	14333	32000	333	5.00000000	0.10000000	2.34999990	15000	32222	111	5.00000000	-0.40000001	2.26999998	15000	32222	111	5.00000000	-0.20000000	2.26999998	15000	32222	111	4.69999981	-0.80000001	2.25000000	15000	30000	111	5.50000000	0.40000001	1.97000003	18000	32768	111	5.50000000	0.30000001	1.70000005	18000	32768	111	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mdwarf_hair_ring_m000_a	6.19999981	1.79999995	1.87000000	16384	32768	0	6.80000019	1.79999995	1.45000005	18000	32768	0	4.90000010	3.00000000	2.15000010	15000	40000	0	6.09999990	2.29999995	2.09999990	16384	34000	0	6.50000000	2.29999995	1.70000005	16384	34000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Felf_hair_ring_m000_a	4.50000000	1.29999995	2.24000001	16384	32768	0	4.09999990	1.50000000	2.20000005	16000	35000	0	4.09999990	1.50000000	2.20000005	16000	35000	0	4.09999990	1.50000000	2.20000005	16000	35000	0	4.09999990	1.50000000	2.33999991	16000	35000	0	4.09999990	1.29999995	2.24000001	16000	35000	0	4.09999990	1.60000002	2.24000001	16000	36000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Melf_hair_ring_m000_a	5.00000000	0.40000001	2.27999997	17000	32768	0	5.30000019	0.40000001	2.09999990	18000	32768	0	5.30000019	0.40000001	2.09999990	18000	32768	0	5.30000019	0.40000001	2.09999990	18000	32768	0	5.30000019	0.40000001	2.00000000	18000	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
