id	UNK_0	message	group	rgba[0]	rgba[1]	rgba[2]	rgba[3]	item_sound	sys_msg_ref	UNK_1[0]	UNK_1[1]	UNK_1[2]	UNK_1[3]	UNK_1[4]	sub_msg	type
1010	1	a,A dead strider cannot be ridden.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1011	1	a,A strider in battle cannot be ridden.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1012	1	a,A strider cannot be ridden while in battle.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1013	1	a,A strider can be ridden only when standing.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1014	1	a,Your pet gained $s1 experience points.\0	3	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,damage\0
1015	1	a,Your pet hit for $s1 damage.\0	3	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,damage\0
1016	1	a,Your pet received $s2 damage caused by $s1.\0	3	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,damage\0
1017	1	a,Pet's critical hit!\0	1	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,battle\0
1018	1	a,Your pet uses $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1019	1	a,Your pet uses $s1.\0	7	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,useitems\0
1020	1	a,Your pet picked up $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1021	1	a,Your pet picked up $s2 $s1(s).\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1022	1	a,Your pet picked up +$s1 $s2.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1023	1	a,Your pet picked up $s1 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1024	1	a,Your pet put on $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1025	1	a,Your pet took off $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1026	1	a,The summoned monster gave damage of $s1.\0	3	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,damage\0
1027	1	a,The summoned monster received damage of $s2 caused by $s1.\0	3	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,damage\0
1028	1	a,Summoned monster's critical hit!\0	1	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,battle\0
1029	1	a,A summoned monster uses $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1030	1	a,<Party Information>\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1031	1	a,Looting method: Finders keepers\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1032	1	a,Looting method: Random\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1033	1	a,Looting method: Random including spoil\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1034	1	a,Looting method: By turn\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1035	1	a,Looting method: By turn including spoil\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1036	1	a,You have exceeded the quantity that can be inputted.\0	0	FF	0	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
1037	1	a,$s1 manufactured $s2.\0	0	79	9B	B0	FF	a,ItemSound3.sys_make_success\0	a,	0	0	0	0	0	a,	a,none\0
1038	1	a,$s1 manufactured $s3 $s2(s).\0	0	79	9B	B0	FF	a,ItemSound3.sys_make_success\0	a,	0	0	0	0	0	a,	a,none\0
1039	1	a,Items left at the clan hall warehouse can only be retrieved by the clan leader. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1040	1	a,Packages sent by freight can be picked up from any Warehouse location.  Would you like to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1041	1	a,The next seed purchase price is $s1 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1042	1	a,The next farm goods purchase price is $s1 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1043	1	a,At the current time, the "/unstuck" command cannot be used. Please send in a petition.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1044	1	a,Monster race payout information is not available while tickets are being sold.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1045	1	a,Currently, a monster race is not being set up.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1046	1	a,Monster race tickets are no longer available.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1047	1	a,We did not succeed in producing $s1 item.\0	0	79	9B	B0	FF	a,ItemSound3.sys_make_fail\0	a,	0	0	0	0	0	a,	a,none\0
1048	1	a,While 'blocking' everything, whispering is not possible.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1049	1	a,While 'blocking' everything, it is not possible to send invitations for organizing parties.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1050	1	a,There are no communities in my clan. Clan communities are allowed for clans with skill levels of 2 and higher.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
1051	1	a,Payment for your clan hall has not been made. Please make payment to your clan warehouse by $s1 tomorrow.\0	4	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1052	1	a,The clan hall fee is one week overdue; therefore the clan hall ownership has been revoked.\0	4	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1053	1	a,It is not possible to resurrect in battlefields where a siege war is taking place.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
1054	1	a,You have entered a mystical land.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1055	1	a,You have left a mystical land.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1056	1	a,You have exceeded the storage capacity of the castle's vault.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1057	1	a,This command can only be used in the relax server.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1058	1	a,The sales price for seeds is $s1 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1059	1	a,The remaining purchasing amount is $s1 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1060	1	a,The remainder after selling the seeds is $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1061	1	a,The recipe cannot be registered.  You do not have the ability to create items.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
1062	1	a,Writing something new is possible after level 10.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1063	1	a,The Petition Service is currently unavailable, please try again later; in the interim, if you become trapped or unable to move, please use the '/unstuck' command.\0	4	79	9B	B0	FF	a,	a,1063\0	0	0	0	0	0	a,	a,popup\0
1064	1	a,The equipment, +$s1 $s2, has been removed.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1065	1	a,While operating a private store or workshop, you cannot discard, destroy, or trade an item.\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
1066	1	a,$s1 HP has been restored.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1067	1	a,$s2 HP has been restored by $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1068	1	a,$s1 MP has been restored.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1069	1	a,$s2 MP has been restored by $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1070	1	a,You do not have 'read' permission.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
1071	1	a,You do not have 'write' permission.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
1072	1	a,You have obtained a ticket for the Monster Race #$s1  -  Single.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1073	1	a,You have obtained a ticket for the Monster Race #$s1  -  Single.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1074	1	a,You do not meet the age requirement to purchase a Monster Race Ticket.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1075	1	a,The bid amount must be higher than the previous bid.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1076	1	a,The game cannot be terminated at this time.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1077	1	a,A GameGuard Execution error has occurred.  Please send the *.erl file(s) located in the GameGuard folder to game@inca.co.kr.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1078	1	a,When a user's keyboard input exceeds a certain cumulative score a chat ban will be applied. This is done to discourage spamming. Please avoid posting the same message multiple times during a short period.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1079	1	a, The target is currently banned from chatting.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1080	1	a,Being permanent, are you sure you wish to use the facelift potion - Type A?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1081	1	a,Being permanent, are you sure you wish to use the hair dye potion - Type A?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1082	1	u,Do you wish to use the hair style change potion – Type A? It is permanent.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1083	1	a,Facelift potion - Type A is being applied.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1084	1	a,Hair dye potion - Type A is being applied.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1085	1	a,The hair style change potion - Type A is being used.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1086	1	a,Your facial appearance has been changed.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1087	1	a,Your hair color has been changed.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1088	1	a,Your hair style has been changed.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1089	1	a,$s1 has obtained a first anniversary commemorative item.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1090	1	a,Being permanent, are you sure you wish to use the facelift potion - Type B?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1091	1	a,Being permanent, are you sure you wish to use the facelift potion - Type C?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1092	1	a,Being permanent, are you sure you wish to use the hair dye potion - Type B?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1093	1	a,Being permanent, are you sure you wish to use the hair dye potion - Type C?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1094	1	a,Being permanent, are you sure you wish to use the hair dye potion - Type D?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1095	1	u, Do you wish to use the hair style change potion – Type B? It is permanent.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1096	1	u, Do you wish to use the hair style change potion – Type C? It is permanent.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1097	1	u, Do you wish to use the hair style change potion – Type D? It is permanent.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1098	1	u, Do you wish to use the hair style change potion – Type E? It is permanent.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1099	1	u, Do you wish to use the hair style change potion – Type F? It is permanent.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1100	1	u, Do you wish to use the hair style change potion – Type G? It is permanent.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1101	1	a,Facelift potion - Type B is being applied.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1102	1	a,Facelift potion - Type C is being applied.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1103	1	a,Hair dye potion - Type B is being applied.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1104	1	a,Hair dye potion - Type C is being applied.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1105	1	a,Hair dye potion - Type D is being applied.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1106	1	a,The hair style change potion - Type B is being used.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1107	1	a, The hair style change potion - Type C is being used.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1108	1	a, The hair style change potion - Type D is being used.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1109	1	a, The hair style change potion - Type E is being used.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1110	1	a, The hair style change potion - Type F is being used.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1111	1	a, The hair style change potion - Type G is being used.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1112	1	a,The prize amount for the winner of Lottery #$s1 is $s2 adena.  We have $s3 first prize winners.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1113	1	a,The prize amount for Lucky Lottery #$s1  is $s2 adena. There was no first prize winner in this drawing, therefore the jackpot will be added to the next drawing.\0	0	79	9B	B0	FF	a,	a,1113\0	0	0	0	0	0	a,	a,none\0
1114	1	a,Your clan may not register to participate in a siege while under a grace period of the clan's dissolution.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1115	1	a,Individuals may not surrender during combat.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1116	1	a,One cannot leave one's clan during combat.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1117	1	a,A clan member may not be dismissed during combat.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1118	1	a,Progress in a quest is possible only when your inventory's weight and volume are less than 80 percent of capacity.\0	4	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,popup\0
1119	1	a,Quest was automatically canceled when you attempted to settle the accounts of your quest while your inventory exceeded 80 percent of capacity.\0	4	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,popup\0
1120	1	a,You are still a member of the clan.\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
1121	1	a,You do not have the right to vote.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1122	1	a,There is no candidate.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1123	1	a,Weight and volume limit has been exceeded. That skill is currently unavailable.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1124	1	a,A recipe book may not be used while using a skill.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1125	1	a,An item may not be created while engaged in trading.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1126	1	a,You cannot enter a negative number.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1127	1	a,The reward must be less than 10 times the standard price.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1128	1	a,A private store may not be opened while using a skill.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1129	1	a,This is not allowed while riding a ferry or boat.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1130	1	a,You have given $s1 damage to your target and $s2 damage to the servitor.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1131	1	a,It is now midnight and the effect of $s1 can be felt.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1132	1	a,It is dawn and the effect of $s1 will now disappear.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1133	1	a,Since HP has decreased, the effect of $s1 can be felt.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1134	1	a,Since HP has increased, the effect of $s1 will disappear.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1135	1	a,While you are engaged in combat, you cannot operate a private store or private workshop.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
1136	1	a,Since there was an account that used this IP and attempted to log in illegally, this account is not allowed to connect to the game server for $s1 minutes. Please use another game server.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1137	1	a,$s1 harvested $s3 $s2(s).\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1138	1	a,$s1 harvested $s2(s).\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1139	1	a,The weight and volume limit of your inventory must not be exceeded.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
1140	1	a,Would you like to open the gate?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1141	1	a,Would you like to close the gate?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1142	1	a,Since $s1 already exists nearby, you cannot summon it again.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1143	1	a,Since you do not have enough items to maintain the servitor's stay, the servitor will disappear.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
1144	1	a,Currently, you don't have anybody to chat with in the game.\0	6	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,petition\0
1145	1	a,$s2 has been created for $s1 after the payment of $s3 adena is received.\0	0	79	9B	B0	FF	a,ItemSound3.sys_make_success\0	a,	0	0	0	0	0	a,	a,none\0
1146	1	a,$s1 created $s2 after receiving $s3 adena.\0	0	79	9B	B0	FF	a,ItemSound3.sys_make_success\0	a,	0	0	0	0	0	a,	a,none\0
1147	1	a,$s2 $s3 have been created for $s1 at the price of $s4 adena.\0	0	79	9B	B0	FF	a,ItemSound3.sys_make_success\0	a,	0	0	0	0	0	a,	a,none\0
1148	1	a,$s1 created $s2 $s3 at the price of $s4 adena.\0	0	79	9B	B0	FF	a,ItemSound3.sys_make_success\0	a,	0	0	0	0	0	a,	a,none\0
1149	1	a,The attempt to create $s2 for $s1 at the price of $s3 adena has failed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_make_fail\0	a,	0	0	0	0	0	a,	a,none\0
1150	1	a,$s1 has failed to create $s2 at the price of $s3 adena.\0	0	79	9B	B0	FF	a,ItemSound3.sys_make_fail\0	a,	0	0	0	0	0	a,	a,none\0
1151	1	a,$s2 is sold to $s1 at the price of $s3 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1152	1	a,$s2 $s3 have been sold to $s1 for $s4 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1153	1	a,$s2 has been purchased from $s1 at the price of $s3 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1154	1	a,$s3 $s2 has been purchased from $s1 for $s4 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1155	1	a,+$s2$s3 has been sold to $s1 at the price of $s4 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1156	1	a,+$s2$s3 has been purchased from $s1 at the price of $s4 adena.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1157	1	a,Trying on state lasts for only 5 seconds. When a character's state changes, it can be cancelled.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1158	1	a,You cannot dismount from this elevation.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
1159	1	a,The ferry from Talking Island will arrive at Gludin Harbor in approximately 10 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1160	1	a,The ferry from Talking Island will be arriving at Gludin Harbor in approximately 5 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1161	1	a,The ferry from Talking Island will be arriving at Gludin Harbor in approximately 1 minute.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1162	1	a,The ferry from Giran Harbor will be arriving at Talking Island in approximately 15 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1163	1	a,The ferry from Giran Harbor will be arriving at Talking Island in approximately 10 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1164	1	a,The ferry from Giran Harbor will be arriving at Talking Island in approximately 5 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1165	1	a,The ferry from Giran Harbor will be arriving at Talking Island in approximately 1 minute.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1166	1	a,The ferry from Talking Island will be arriving at Giran Harbor in approximately 20 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1167	1	a,The ferry from Talking Island will be arriving at Giran Harbor in approximately 15 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1168	1	a,The ferry from Talking Island will be arriving at Giran Harbor in approximately 10 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1169	1	a,The ferry from Talking Island will be arriving at Giran Harbor in approximately 5 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1170	1	a,The ferry from Talking Island will be arriving at Giran Harbor in approximately 1 minute.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1171	1	a,The Innadril pleasure boat will arrive in approximately 20 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1172	1	a,The Innadril pleasure boat will arrive in approximately 15 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1173	1	a,The Innadril pleasure boat will arrive in approximately 10 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1174	1	a,The Innadril pleasure boat will arrive in approximately 5 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1175	1	a,The Innadril pleasure boat will arrive in approximately 1 minute.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1176	1	a,This is a quest event period.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1177	1	a,This is the seal validation period.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1178	1	a,This seal permits the group that holds it to exclusively enter the dungeon opened by the Seal of Avarice during the seal validation period.  It also permits trading with the Blacksmith of Mammon who appears in special dungeons and permits meetings with Anakim or Lilith in the Disciple's Necropolis.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1179	1	a,This seal permits the group that holds it to enter the dungeon opened by the Seal of Gnosis, use the teleportation service offered by the priest in the village, and do business with the Blacksmith of Mammon. The Orator of Revelations appears and casts good magic on the winners, and the Preacher of Doom appears and casts bad magic on the losers.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1180	1	a,During the Seal Validation period, the cabal's maximum CP amount increases. In addition, the cabal posessing the seal will benefit from favorable changes in the cost to upgrade castle defense mercenaries, castle gates and walls; basic P. Def. of castle gates and walls; and the limit imposed on the castle tax rate. The use of siege war weapons will also be limited. If the Revolutionary Army of Dusk takes possession of this seal during the castle siege war, only the allies of the clan that owns the castle can come to the aid of the defenders.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1181	1	a,Do you really wish to change the title?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1182	1	a,Are you sure you wish to delete the clan crest?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
1183	1	a,This is the initial period.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1184	1	a,This is a period of calculating statistics in the server.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1185	1	a,days left until deletion.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1186	1	a,In order to open a new account, please visit the official Lineage II website (http://www.lineage2.com) and sign up under the 'My Account' tab.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1187	1	a,If you have lost your account information, please visit the official Lineage II support website at http://support.plaync.com\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1188	1	a,Your selected target can no longer receive a recommendation.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
1189	1	a,The temporary alliance of the Castle Attacker team is in effect. It will be dissolved when the Castle Lord is replaced.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1190	1	a,The temporary alliance of the Castle Attacker team has been dissolved.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1191	1	a,The ferry from Gludin Harbor will be arriving at Talking Island in approximately 10 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1192	1	a,The ferry from Gludin Harbor will be arriving at Talking Island in approximately 5 minutes.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
1193	1	a,The ferry from Gludin Harbor will be arriving at Talking Island in approximately 1 minute.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
