id	name	add_name	description	popup	set_ids	set_bonus_desc	set_extra_id	set_extra_desc	unk[0]	unk[1]	special_enchant_amount	special_enchant_desc
5406	Recipe: Sealed Majestic Gauntlets(60%)		a,For Dwarves only. The recipe for the Sealed Majestic Gauntlets. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5407	Recipe: Sealed Majestic Gauntlets(100%)		a,For Dwarves only. The recipe for the Sealed Majestic Gauntlets. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5408	Recipe: Sealed Dark Legion Gloves(60%)		a,For Dwarves only. The recipe for the Sealed Dark Legion Gloves. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5409	Recipe: Sealed Dark Legion Gloves(100%)		a,For Dwarves only. The recipe for the Sealed Dark Legion Gloves. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5410	Recipe: Sealed Gloves of Phantom(60%)		a,For Dwarves only. The recipe for the Sealed Gloves of Phantom. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5411	Recipe: Sealed Gloves of Phantom(100%)		a,For Dwarves only. The recipe for the Sealed Gloves of Phantom. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5412	Recipe: Sealed Cerberus Gloves(60%)		a,For Dwarves only. The recipe for the Sealed Cerberus Gloves. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5413	Recipe: Sealed Cerberus Gloves(100%)		a,For Dwarves only. The recipe for the Sealed Cerberus Gloves. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5414	Recipe: Sealed Dasparion's Gloves(60%)		a,For Dwarves only. The recipe for the Sealed Dasparion's Gloves. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5415	Recipe: Sealed Dasparion's Gloves(100%)		a,For Dwarves only. The recipe for the Sealed Dasparion's Gloves. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5416	Recipe: Sealed Dark Crystal Breastplate(60%)		a,For Dwarves only. The recipe for the Sealed Dark Crystal Breastplate. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5417	Recipe: Sealed Dark Crystal Breastplate(100%)		a,For Dwarves only. The recipe for the Sealed Dark Crystal Breastplate. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5418	Recipe: Sealed Tallum Plate Armor(60%)		a,For Dwarves only.  The recipe for the Sealed Tallum Plate Armor. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5419	Recipe: Sealed Tallum Plate Armor(100%)		a,For Dwarves only. The recipe for the Sealed Tallum Plate Armor. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5420	Recipe: Sealed Armor of Nightmare(60%)		a,For Dwarves only. The recipe for the Sealed Armor of Nightmare. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5421	Recipe: Sealed Armor of Nightmare(100%)		a,For Dwarves only. The recipe for the Sealed Armor of Nightmare. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5422	Recipe: Sealed Majestic Plate Armor(60%)		a,For Dwarves only. The recipe for the Sealed Majestic Plate Armor. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5423	Recipe: Sealed Majestic Plate Armor(100%)		a,For Dwarves only. The recipe for the Sealed Majestic Plate Armor. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5424	Recipe: Sealed Dark Crystal Gaiters(60%)		a,For Dwarves only. The recipe for the Sealed Dark Crystal Gaiters. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5425	Recipe: Sealed Dark Crystal Gaiters(100%)		a,For Dwarves only. The recipe for the Sealed Dark Crystal Gaiters. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5426	Recipe: Sealed Dark Crystal Helmet(60%)		a,For Dwarves only. The recipe for the Sealed Dark Crystal Helmet. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5427	Recipe: Sealed Dark Crystal Helmet(100%)		a,For Dwarves only. The recipe for the Sealed Dark Crystal Helmet. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5428	Recipe: Sealed Tallum Helmet(60%)		a,For Dwarves only. The recipe for the Sealed Tallum Helmet. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5429	Recipe: Sealed Tallum Helmet(100%)		a,For Dwarves only. The recipe for the Sealed Tallum Helmet. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5430	Recipe: Sealed Helm of Nightmare(60%)		a,For Dwarves only. The recipe for the Sealed Helm of Nightmare. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5431	Recipe: Sealed Helm of Nightmare(100%)		a,For Dwarves only. The recipe for the Sealed Helm of Nightmare. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5432	Recipe: Sealed Majestic Circlet(60%)		a,For Dwarves only. The recipe for the Sealed Majestic Circlet. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5433	Recipe: Sealed Majestic Circlet(100%)		a,For Dwarves only. The recipe for the Sealed Majestic Circlet. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5434	Recipe: Dragon Slayer(60%)		a,For Dwarves only. The recipe for a Dragon Slayer. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5435	Recipe: Dragon Slayer(100%)		a,For Dwarves only. The recipe for a Dragon Slayer. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5436	Recipe: Berserker Blade(100%)		a,For Dwarves only. The recipe for a Berserker Blade. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5437	Recipe: Heavy Sword(100%)		a,For Dwarves only. The recipe for a Heavy Sword. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5438	Recipe: Meteor Shower(60%)		a,For Dwarves only. The recipe for a Meteor Shower. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5439	Recipe: Meteor Shower(100%)		a,For Dwarves only. The recipe for a Meteor Shower. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5440	Recipe: Elysian(60%)		a,For Dwarves only. The recipe for an Elysian. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5441	Recipe: Elysian(100%)		a,For Dwarves only. The recipe for an Elysian. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5442	Recipe: Soul Bow(60%)		a,For Dwarves only. The recipe for a Soul Bow. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5443	Recipe: Soul Bow(100%)		a,For Dwarves only. The recipe for a Soul Bow. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5444	Recipe: Carnage Bow(60%)		a,For Dwarves only. The recipe for a Carnage Bow. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5445	Recipe: Carnage Bow(100%)		a,For Dwarves only. The recipe for a Carnage Bow. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5446	Recipe: Bloody Orchid(60%)		a,For Dwarves only. The recipe for a Bloody Orchid. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5447	Recipe: Bloody Orchid(100%)		a,For Dwarves only. The recipe for a Bloody Orchid. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5448	Recipe: Soul Separator(60%)		a,For Dwarves only. The recipe for a Soul Separator. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5449	Recipe: Soul Separator(100%)		a,For Dwarves only. The recipe for a Soul Separator. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5450	Recipe: Dragon Grinder(60%)		a,For Dwarves only. The recipe for a Dragon Grinder. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5451	Recipe: Dragon Grinder(100%)		a,For Dwarves only. The recipe for a Dragon Grinder. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5452	Recipe: Blood Tornado(60%)		a,For Dwarves only. The recipe for a Blood Tornado. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5453	Recipe: Blood Tornado(100%)		a,For Dwarves only. The recipe for a Blood Tornado. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5454	Recipe: Orcish Halberd(60%)		a,For Dwarves only. The recipe for an Orcish Halberd. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5455	Recipe: Orcish Halberd(100%)		a,For Dwarves only. The recipe for an Orcish Halberd. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5456	Recipe: Tallum Glaive(60%)		a,For Dwarves only. The recipe for a Tallum Glaive. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5457	Recipe: Tallum Glaive(100%)		a,For Dwarves only. The recipe for a Tallum Glaive. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5458	Recipe: Halberd(60%)		a,For Dwarves only. The recipe for a Halberd. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5459	Recipe: Halberd(100%)		a,For Dwarves only. The recipe for a Halberd. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5460	Recipe: Dasparion's Staff(60%)		a,For Dwarves only. The recipe for the Dasparion's Staff. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5461	Recipe: Dasparion's Staff(100%)		a,For Dwarves only. The recipe for the Dasparion's Staff. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5462	Recipe: Branch of The Mother Tree(60%)		a,For Dwarves only. The recipe for a Branch of The Mother Tree. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5463	Recipe: Branch of The Mother Tree(100%)		a,For Dwarves only. The recipe for a Branch of The Mother Tree. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5464	Recipe: Dark Legion's Edge(60%)		a,For Dwarves only. The recipe for a Dark Legion's Edge. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5465	Recipe: Dark Legion's Edge(100%)		a,For Dwarves only. The recipe for a Dark Legion's Edge. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5466	Recipe: Sword of Miracles(60%)		a,For Dwarves only. The recipe for a Sword of Miracles. Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5467	Recipe: Sword of Miracles(100%)		a,For Dwarves only. The recipe for a Sword of Miracles. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5468	Recipe: Elemental Sword(60%)		a,For Dwarves only. The recipe for an Elemental Sword. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5469	Recipe: Elemental Sword(100%)		a,For Dwarves only. The recipe for an Elemental Sword. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5470	Recipe: Tallum Blade(60%)		a,For Dwarves only. The recipe for a Tallum Blade. Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5471	Recipe: Tallum Blade(100%)		a,For Dwarves only. The recipe for a Tallum Blade. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5472	Recipe: Metallic Thread(100%)		a,For Dwarves only. The recipe for Metallic Thread. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5473	Recipe: Durable Metal Plate(100%)		a,For Dwarves only. The recipe for a Durable Metal Plate. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5474	Recipe: Reorin's Mold(100%)		a,For Dwarves only. The recipe for a Reorin's Mold. Requires Create Item - Skill Level 5. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5475	Recipe: Warsmith's Mold(100%)		a,For Dwarves only. The recipe for a Warsmith's Mold. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5476	Recipe: Arcsmith's Anvil(100%)		a,For Dwarves only. The recipe for an Arcsmith's Anvil. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5477	Recipe: Warsmith's Holder(100%)		a,For Dwarves only. The recipe for a Warsmith's Holder. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
5478	Sealed Dark Crystal Leather Armor Pattern		a,An essential ingredient needed by a Dwarf to make a Sealed Dark Crystal Leather Armor. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5479	Sealed Tallum Leather Armor Pattern		a,An essential ingredient needed by a Dwarf to make a Sealed Tallum Leather Armor. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5480	Sealed Leather Armor of Nightmare Fabric		a,An essential ingredient needed by a Dwarf to make Sealed Leather Armor of Nightmare. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5481	Sealed Majestic Leather Armor Fabric		a,An essential ingredient needed by a Dwarf to make Sealed Majestic Leather Armor. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5482	Sealed Dark Crystal Leggings Design		a,An essential ingredient needed by a Dwarf to make Sealed Dark Crystal Leggings. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5483	Phoenix Earring Gemstone		a,An essential ingredient needed by a Dwarf to make a Phoenix Earring. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5484	Inferno Earring Gemstone		a,An essential ingredient needed by a Dwarf to make an Inferno Earring. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5485	Sealed Tallum Tunic Texture		a,An essential ingredient needed by a Dwarf to make a Sealed Tallum Tunic. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5486	Sealed Dark Crystal Robe Fabric		a,An essential ingredient needed by a Dwarf to make a Sealed Dark Crystal Robe. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5487	Sealed Robe of Nightmare Fabric		a,An essential ingredient needed by a Dwarf to make a Sealed Robe of Nightmare. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5488	Sealed Majestic Robe Fabric		a,An essential ingredient needed by a Dwarf to make Sealed Majestic Robe. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5489	Sealed Tallum Stockings Fabric		a,An essential ingredient needed by a Dwarf to make Sealed Tallum Stockings. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5490	Phoenix Necklace Beads		a,An essential ingredient needed by a Dwarf to make Phoenix Armor. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5491	Inferno Necklace Beads		a,An essential ingredient needed by a Dwarf to make an Inferno Necklace. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5492	Phoenix Ring Gemstone		a,An essential ingredient needed by a Dwarf to make a Phoenix Ring. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5493	Inferno Ring Gemstone		a,An essential ingredient needed by a Dwarf to make an Inferno Ring. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5494	Sealed Dark Crystal Shield Fragment		a,An essential ingredient needed by a Dwarf to make a Sealed Dark Crystal Shield. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5495	Sealed Shield of Nightmare Fragment		a,An essential ingredient needed by a Dwarf to make a Sealed Shield of Nightmare. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5496	Sealed Dark Crystal Boots Lining		a,An essential ingredient needed by a Dwarf to make Sealed Dark Crystal Boots. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5497	Sealed Tallum Boots Lining		a,An essential ingredient needed by a Dwarf to make Sealed Tallum Boots. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5498	Sealed Boots of the Underworld Lining		a,An essential ingredient needed by a Dwarf to make Sealed Boots of The Underworld. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5499	Sealed Gust Boots Lining		a,An essential ingredient needed by a Dwarf to make Sealed Gust Boots. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5500	Sealed Red Flame Boots Lining		a,An essential ingredient needed by a Dwarf to make Sealed Red Flame Boots. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5501	Sealed Phoenix Boots Lining		a,An essential ingredient needed by a Dwarf to make Sealed Phoenix Boots. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5502	Sealed Boots of Nightmare Lining		a,An essential ingredient needed by a Dwarf to make Sealed Boots of Nightmare. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5503	Sealed Majestic Boots Lining		a,An essential ingredient needed by a Dwarf to make Sealed Majestic Boots. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5504	Sealed Dark Legion Boots Lining		a,An essential ingredient needed by a Dwarf to make Sealed Dark Legion Boots. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5505	Sealed Boots of Phantom Lining		a,An essential ingredient needed by a Dwarf to make Sealed Boots of Phantom. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5506	Sealed Cerberus Boots Lining		a,An essential ingredient needed by a Dwarf to make Sealed Cerberus Boots. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5507	Sealed Dasparion's Boots Lining		a,An essential ingredient needed by a Dwarf to make Sealed Dasparion's Boots. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5508	Sealed Dark Crystal Gloves Design		a,An essential ingredient needed by a Dwarf to make Sealed Dark Crystal Gloves. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5509	Sealed Tallum Gloves Design		a,An essential ingredient needed by a Dwarf to make Sealed Tallum Gloves. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5510	Sealed Gloves of the Underworld Design		a,An essential ingredient needed by a Dwarf to make Sealed Gloves of The Underworld. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5511	Sealed Gust Bracer design		a,An essential ingredient needed by a Dwarf to make a Sealed Gust Bracer. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5512	Sealed Gloves of Black Ore Design		a,An essential ingredient needed by a Dwarf to make Sealed Gloves of Black Ore. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5513	Sealed Phoenix Gloves Design		a,An essential ingredient needed by a Dwarf to make Sealed Phoenix Gloves. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5514	Sealed Gauntlets of Nightmare Design		a,An essential ingredient needed by a Dwarf to make Sealed Gauntlets of Nightmare. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5515	Sealed Majestic Gauntlets Design		a,An essential ingredient needed by a Dwarf to make Sealed Majestic Gauntlets. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5516	Sealed Dark Legion Gloves Design		a,An essential ingredient needed by a Dwarf to make Sealed Dark Legion Gloves. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5517	Sealed Gloves of Phantom Design		a,An essential ingredient needed by a Dwarf to make Sealed Gloves of Phantom. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5518	Sealed Cerberus Gloves Design		a,An essential ingredient needed by a Dwarf to make Sealed Cerberus Gloves. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5519	Sealed Dasparion's Gloves Design		a,An essential ingredient needed by a Dwarf to make Sealed Dasparion's Gloves. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5520	Sealed Dark Crystal Breastplate Pattern		a,An essential ingredient needed by a Dwarf to make a Sealed Dark Crystal Breastplate. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5521	Sealed Tallum Plate Armor Pattern		a,An essential ingredient needed by a Dwarf to make Sealed Tallum Plate Armor. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5522	Sealed Armor of Nightmare Pattern		a,An essential ingredient needed by a Dwarf to make Sealed Armor of Nightmare. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5523	Sealed Majestic Plate Armor Pattern		a,An essential ingredient needed by a Dwarf to make Sealed Majestic Plate Armor. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5524	Sealed Dark Crystal Gaiters Pattern		a,An essential ingredient needed by a Dwarf to make Sealed Dark Crystal Gaiters. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5525	Sealed Dark Crystal Helmet Design		a,An essential ingredient needed by a Dwarf to make a Sealed Dark Crystal Helmet. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5526	Sealed Tallum Helm Design		a,An essential ingredient needed by a Dwarf to make a sealed Tallum Helm. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5527	Sealed Helm of Nightmare Design		a,An essential ingredient needed by a Dwarf to make a Sealed Helm of Nightmare. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5528	Sealed Majestic Circlet Design		a,An essential ingredient needed by a Dwarf to make a Sealed Majestic Circlet. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5529	Dragon Slayer Edge		a,An essential ingredient needed by a Dwarf to make a Dragon Slayer. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5530	Berserker Blade Edge		a,An essential ingredient needed by a Dwarf to make a Berserker Blade. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5531	Heavy Sword Edge		a,An essential ingredient needed by a Dwarf to make a Heavy Sword. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5532	Meteor Shower Head		a,An essential ingredient needed by a Dwarf to make a Meteor Shower. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5533	Elysian Head		a,An essential ingredient needed by a Dwarf to make an Elysian. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5534	Soul Bow Stave		a,An essential ingredient needed by a Dwarf to make a Soul Bow. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5535	Carnage Bow Stave		a,An essential ingredient needed by a Dwarf to make a Carnage Bow. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5536	Bloody Orchid Head		a,An essential ingredient needed by a Dwarf to make a Bloody Orchid. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5537	Soul Separator Head		a,An essential ingredient needed by a Dwarf to make a Soul Separator. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5538	Dragon Grinder Edge		a,An essential ingredient needed by a Dwarf to make a Dragon Grinder. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5539	Blood Tornado Edge		a,An essential ingredient needed by a Dwarf to make a Blood Tornado. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5540	Orcish Halberd Edge		a,An essential ingredient needed by a Dwarf to make an Orcish Halberd. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5541	Tallum Glaive Edge		a,An essential ingredient needed by a Dwarf to make a Tallum Glaive. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5542	Halberd Edge		a,An essential ingredient needed by a Dwarf to make a Halberd. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5543	Dasparion's Staff Edge		a,An essential ingredient needed by a Dwarf to make a Dasparion's Staff. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5544	Branch of The Mother Tree Head		a,An essential ingredient needed by a Dwarf to make a Branch of The Mother Tree. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5545	Dark Legion's Edge Blade		a,An essential ingredient needed by a Dwarf to make a Dark Legion's Edge. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5546	Sword of Miracles Edge		a,An essential ingredient needed by a Dwarf to make a Sword of Miracles. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5547	Elemental Sword Edge		a,An essential ingredient needed by a Dwarf to make an Elemental Sword. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5548	Tallum Blade Edge		a,An essential ingredient needed by a Dwarf to make a Tallum Blade. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5549	Metallic Thread		a,Material used by a Dwarf to make an item. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5550	Durable Metal Plate		a,Material used by a Dwarf to make an item. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5551	Leolin's Mold		a,Material used by a Dwarf to make an item. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
5552	Warsmith's Mold		a,Material used by a Dwarf to make an item. It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
