name	id_mk	id_recipe	level	id_item	count	mp_cost	success_rate	materials_cnt	materials_m[0]_id	materials_m[0]_cnt	materials_m[1]_id	materials_m[1]_cnt	materials_m[2]_id	materials_m[2]_cnt	materials_m[3]_id	materials_m[3]_cnt	materials_m[4]_id	materials_m[4]_cnt	materials_m[5]_id	materials_m[5]_cnt	materials_m[6]_id	materials_m[6]_cnt	materials_m[7]_id	materials_m[7]_cnt	materials_m[8]_id	materials_m[8]_cnt	materials_m[9]_id	materials_m[9]_cnt
a,mk_shrnoen's_gauntlet_ii\0	430	4177	6	612	1	174	100	8	4177	1	4100	12	4046	1	1894	24	1885	3	4043	3	1459	33	2132	2				
a,mk_shrnoen's_shield_i\0	431	4961	6	633	1	174	60	8	4961	1	4101	12	1890	6	1888	2	1894	2	4043	2	1459	25	2132	3				
a,mk_shrnoen's_shield_ii\0	432	4178	6	633	1	174	100	9	4178	1	4101	12	4046	1	1890	12	1888	4	1894	4	4043	4	1459	16	2132	3		
a,mk_shrnoen's_helmet_i\0	433	4962	6	503	1	174	60	7	4962	1	4102	12	1892	1	1894	20	4043	2	1459	30	2132	4						
a,mk_shrnoen's_helmet_ii\0	434	4179	6	503	1	174	100	7	4179	1	4102	12	4048	1	1894	40	4043	4	1459	41	2132	4						
a,mk_silver_arrow\0	435	4180	4	1343	550	120	100	2	1878	1	1873	5																
a,mk_pata_i\0	436	5008	6	264	1	171	60	8	5008	1	4103	12	1890	70	1888	70	1885	35	4042	35	1459	310	2132	55				
a,mk_pata_ii\0	437	4181	6	264	1	171	100	9	4181	1	4103	12	4045	3	1890	100	1888	100	1885	50	4042	50	1459	467	2132	55		
a,mk_great_sword_i\0	438	4963	6	78	1	174	60	8	4963	1	4104	12	1891	3	1890	80	1888	40	4042	40	1459	350	2132	62				
a,mk_great_sword_ii\0	439	4182	6	78	1	174	100	8	4182	1	4104	12	4047	3	1890	126	1888	63	4042	63	1459	317	2132	62				
a,mk_heavy_war_axe_i\0	440	4964	6	91	1	174	60	8	4964	1	4105	12	1890	80	1888	80	1885	40	4042	40	1459	325	2132	62				
a,mk_heavy_war_axe_ii\0	441	4183	6	91	1	174	100	9	4183	1	4105	12	4045	3	1890	118	1888	118	1885	59	4042	59	1459	498	2132	62		
a,mk_sprite's_staff_i\0	442	4965	6	92	1	174	60	8	4965	1	4106	12	1893	50	1881	100	1889	50	4042	50	1459	330	2132	62				
a,mk_sprite's_staff_ii\0	443	4184	6	92	1	174	100	9	4184	1	4106	12	4045	3	1893	75	1881	150	1889	75	4042	75	1459	491	2132	62		
a,mk_kshanberk_i\0	444	4966	6	142	1	174	60	8	4966	1	4107	12	1891	2	1890	72	1888	72	4042	36	1459	360	2132	62				
a,mk_kshanberk_ii\0	445	4185	6	142	1	174	100	8	4185	1	4107	12	4047	2	1890	114	1888	114	4042	57	1459	517	2132	62				
a,mk_sword_of_valhalla_i\0	446	4967	6	148	1	174	60	8	4967	1	4108	12	1891	2	1890	72	1888	72	4042	36	1459	360	2132	62				
a,mk_sword_of_valhalla_ii\0	447	4186	6	148	1	174	100	8	4186	1	4108	12	4047	2	1890	114	1888	114	4042	57	1459	517	2132	62				
a,mk_kris_i\0	448	4968	6	229	1	174	60	8	4968	1	4109	12	1891	2	1890	72	1888	72	4042	36	1459	360	2132	62				
a,mk_kris_ii\0	449	4187	6	229	1	174	100	8	4187	1	4109	12	4047	2	1890	114	1888	114	4042	57	1459	517	2132	62				
a,mk_hell_knife_i\0	450	4969	6	243	1	174	60	8	4969	1	4110	12	1891	2	1890	72	1888	72	4042	36	1459	360	2132	62				
a,mk_hell_knife_ii\0	451	4188	6	243	1	174	100	8	4188	1	4110	12	4047	2	1890	114	1888	114	4042	57	1459	517	2132	62				
a,mk_arthro_nail_i\0	452	4970	6	267	1	174	60	8	4970	1	4111	12	1890	80	1888	80	1885	40	4042	40	1459	325	2132	62				
a,mk_arthro_nail_ii\0	453	4189	6	267	1	174	100	9	4189	1	4111	12	4045	3	1890	118	1888	118	1885	59	4042	59	1459	498	2132	62		
a,mk_dark_elven_long_bow_i\0	454	4971	6	284	1	174	60	8	4971	1	4112	12	1890	125	1889	25	1885	25	4042	25	1459	350	2132	62				
a,mk_dark_elven_long_bow_ii\0	455	4190	6	284	1	174	100	9	4190	1	4112	12	4045	3	1890	185	1889	37	1885	37	4042	37	1459	534	2132	62		
a,mk_great_axe_i\0	456	4972	6	300	1	174	60	8	4972	1	4113	12	1890	100	1888	50	1885	25	4042	25	1459	360	2132	62				
a,mk_great_axe_ii\0	457	4191	6	300	1	174	100	9	4191	1	4113	12	4045	4	1890	160	1888	80	1885	40	4042	40	1459	353	2132	62		
a,mk_sword_of_damascus_i\0	458	5000	7	79	1	183	60	8	5000	1	4114	13	1891	2	1890	120	1888	120	4042	60	1460	160	2132	98				
a,mk_sword_of_damascus_ii\0	459	4192	7	79	1	183	100	8	4192	1	4114	13	4047	2	1890	172	1888	172	4042	86	1460	341	2132	98				
a,mk_lancia_i\0	460	5001	7	97	1	183	60	8	5001	1	4115	13	1890	160	1888	80	1885	40	4042	40	1460	168	2132	98				
a,mk_lancia_ii\0	461	4193	7	97	1	183	100	9	4193	1	4115	13	4045	4	1890	232	1888	116	1885	58	4042	58	1460	291	2132	98		
a,mk_deadman's_glory_i\0	462	5002	7	171	1	183	60	8	5002	1	4116	13	1890	120	1888	120	1885	60	4042	60	1460	165	2132	98				
a,mk_deadman's_glory_ii\0	463	4194	7	171	1	183	100	9	4194	1	4116	13	4045	3	1890	172	1888	172	1885	86	4042	86	1460	339	2132	98		
a,mk_art_of_battle_axe_i\0	464	5003	7	175	1	183	60	8	5003	1	4117	13	1890	120	1888	120	1885	60	4042	60	1460	165	2132	98				
a,mk_art_of_battle_axe_ii\0	465	4195	7	175	1	183	100	9	4195	1	4117	13	4045	3	1890	172	1888	172	1885	86	4042	86	1460	339	2132	98		
a,mk_staff_of_evil_sprit_i\0	466	5004	7	210	1	183	60	8	5004	1	4118	13	1893	75	1881	150	1889	75	4042	75	1460	165	2132	98				
a,mk_staff_of_evil_sprit_ii\0	467	4196	7	210	1	183	100	9	4196	1	4118	13	4045	3	1893	108	1881	216	1889	108	4042	108	1460	342	2132	98		
a,mk_demon's_sword_i\0	468	5005	7	234	1	183	60	8	5005	1	4119	13	1891	2	1890	120	1888	120	4042	60	1460	160	2132	98				
a,mk_demon's_sword_ii\0	469	4197	7	234	1	183	100	8	4197	1	4119	13	4047	2	1890	172	1888	172	4042	86	1460	341	2132	98				
a,mk_bellion_cestus_i\0	470	5006	7	268	1	183	60	8	5006	1	4120	13	1890	120	1888	120	1885	60	4042	60	1460	165	2132	98				
a,mk_bellion_cestus_ii\0	471	4198	7	268	1	183	100	9	4198	1	4120	13	4045	3	1890	172	1888	172	1885	86	4042	86	1460	339	2132	98		
a,mk_hazard_bow_i\0	472	5007	7	287	1	183	60	8	5007	1	4121	13	1890	200	1889	40	1885	40	4042	40	1460	155	2132	98				
a,mk_hazard_bow_ii\0	473	4199	7	287	1	183	100	9	4199	1	4121	13	4045	3	1890	285	1889	57	1885	57	4042	57	1460	328	2132	98		
a,mk_maestro_holder\0	474	4122	6	4045	1	60	100	3	1887	10	4040	10	4041	10														
a,mk_maestro_anvil_lock\0	475	4123	6	4046	1	60	100	3	1888	4	4039	4	4040	4														
a,mk_craftsman_mold\0	476	4124	6	4047	1	60	100	3	1891	2	4041	20	4042	5														
a,mk_maestro_mold\0	477	4125	6	4048	1	60	100	3	1892	1	4039	10	4043	5														
a,mk_avadon_shield_i\0	478	4936	6	673	1	174	60	8	4936	1	4439	12	1890	9	1888	3	1894	3	4043	3	1459	8	2132	3				
a,mk_avadon_shield_ii\0	479	4441	6	673	1	174	100	9	4441	1	4439	12	4046	1	1890	12	1888	4	1894	4	4043	4	1459	16	2132	3		
a,mk_comp_soulshot_d\0	480	5153	2	5135	1	90	100	2	1463	300	5192	3																
a,mk_comp_soulshot_c\0	481	5154	4	5136	1	180	100	2	1464	300	5193	3																
a,mk_comp_soulshot_b\0	482	5155	6	5137	1	270	100	2	1465	300	5194	6																
a,mk_comp_soulshot_a\0	483	5156	7	5138	1	360	100	2	1466	300	5195	6																
a,mk_comp_soulshot_s\0	484	5157	8	5139	1	450	100	2	1467	300	5196	2																
a,mk_comp_spiritshot_d\0	485	5158	2	5141	1	180	100	2	2510	300	5192	6																
a,mk_comp_spiritshot_c\0	486	5159	4	5142	1	360	100	2	2511	300	5193	7																
a,mk_comp_spiritshot_b\0	487	5160	6	5143	1	540	100	2	2512	300	5194	12																
a,mk_comp_spiritshot_a\0	488	5161	7	5144	1	720	100	2	2513	300	5195	9																
a,mk_comp_spiritshot_s\0	489	5162	8	5145	1	900	100	2	2514	300	5196	3																
a,mk_comp_bspiritshot_d\0	490	5163	2	5147	1	180	100	2	3948	300	5192	15																
a,mk_comp_bspiritshot_c\0	491	5164	4	5148	1	360	100	2	3949	300	5193	18																
a,mk_comp_bspiritshot_b\0	492	5165	6	5149	1	540	100	2	3950	300	5194	30																
a,mk_comp_bspiritshot_a\0	493	5166	7	5150	1	720	100	2	3951	300	5195	22																
a,mk_comp_bspiritshot_s\0	494	5167	8	5151	1	900	100	2	3952	300	5196	7																
a,mk_knuckle_dust\0	495	4440	5	4233	1	147	100	6	4438	9	1890	54	1888	54	1885	27	1459	200	2131	105								
a,mk_mithril_arrow\0	496	5230	4	1344	500	130	100	2	1878	4	1876	1																
a,mk_reinforcing_agent\0	497	5231	4	5220	1	40	100	3	1864	10	1865	10	1869	10														
a,mk_adv_comp_soulshot_d\0	498	5268	2	5251	1	90	100	2	1463	1000	5192	26																
a,mk_adv_comp_soulshot_c\0	499	5269	4	5252	1	180	100	2	1464	1000	5193	25																
a,mk_adv_comp_soulshot_b\0	500	5270	6	5253	1	270	100	2	1465	1000	5194	50																
a,mk_adv_comp_soulshot_a\0	501	5271	7	5254	1	360	100	2	1466	1000	5195	50																
a,mk_adv_comp_soulshot_s\0	502	5272	8	5255	1	450	100	2	1467	1000	5196	13																
a,mk_adv_comp_spiritshot_d\0	503	5273	2	5257	1	180	100	2	2510	1000	5192	50																
a,mk_adv_comp_spiritshot_c\0	504	5274	4	5258	1	360	100	2	2511	1000	5193	58																
a,mk_adv_comp_spiritshot_b\0	505	5275	6	5259	1	540	100	2	2512	1000	5194	100																
a,mk_adv_comp_spiritshot_a\0	506	5276	7	5260	1	720	100	2	2513	1000	5195	75																
a,mk_adv_comp_spiritshot_s\0	507	5277	8	5261	1	900	100	2	2514	1000	5196	20																
a,mk_adv_comp_bspiritshot_d\0	508	5278	2	5263	1	180	100	2	3948	1000	5192	125																
a,mk_adv_comp_bspiritshot_c\0	509	5279	4	5264	1	360	100	2	3949	1000	5193	150																
a,mk_adv_comp_bspiritshot_b\0	510	5280	6	5265	1	540	100	2	3950	1000	5194	248																
a,mk_adv_comp_bspiritshot_a\0	511	5281	7	5266	1	720	100	2	3951	1000	5195	182																
a,mk_adv_comp_bspiritshot_s\0	512	5282	8	5267	1	900	100	2	3952	1000	5196	46																
a,mk_sealed_dark_crystal_leather_mail_i\0	513	5332	7	5297	1	192	60	8	5332	1	5478	13	4046	1	1894	100	1895	60	4043	20	1460	37	2132	73				
a,mk_sealed_dark_crystal_leather_mail_ii\0	514	5333	7	5297	1	192	100	8	5333	1	5478	13	5551	1	1894	180	1895	108	4043	36	1460	70	2132	67				
a,mk_sealed_tallum_leather_mail_i\0	515	5334	7	5301	1	192	60	9	5334	1	5479	13	4046	1	1894	132	1895	66	1889	33	4043	33	1460	56	2132	112		
a,mk_sealed_tallum_leather_mail_ii\0	516	5335	7	5301	1	192	100	9	5335	1	5479	13	5553	1	1894	260	1895	130	1889	65	4043	65	1460	99	2132	103		
a,mk_sealed_leather_mail_of_nightmare_i\0	517	5336	8	5320	1	201	60	9	5336	1	5480	14	4046	1	1894	220	1895	110	1889	55	4043	55	1461	44	2133	17		
a,mk_sealed_leather_mail_of_nightmare_ii\0	518	5337	8	5320	1	201	100	9	5337	1	5480	14	5553	1	1894	400	1895	200	1889	100	4043	100	1461	87	2133	17		
a,mk_sealed_majestic_leather_mail_i\0	519	5338	8	5323	1	201	60	9	5338	1	5481	14	4046	1	1894	220	1895	110	1889	55	4043	55	1461	44	2133	17		
a,mk_sealed_majestic_leather_mail_ii\0	520	5339	8	5323	1	201	100	9	5339	1	5481	14	5553	1	1894	400	1895	200	1889	100	4043	100	1461	87	2133	17		
a,mk_sealed_legging_of_dark_crystal_i\0	521	5340	7	5298	1	192	60	8	5340	1	5482	13	4046	1	1894	60	1895	36	4043	12	1460	22	2132	43				
a,mk_sealed_legging_of_dark_crystal_ii\0	522	5341	7	5298	1	192	100	8	5341	1	5482	13	5551	1	1894	100	1895	60	4043	20	1460	44	2132	39				
a,mk_sealed_tallum_tunic_i\0	523	5346	7	5304	1	192	60	8	5346	1	5485	13	4046	1	1894	100	1895	60	4043	20	1460	37	2132	73				
a,mk_sealed_tallum_tunic_ii\0	524	5347	7	5304	1	192	100	8	5347	1	5485	13	5551	1	1894	180	1895	108	4043	36	1460	70	2132	67				
a,mk_sealed_dark_crystal_robe_i\0	525	5348	7	5308	1	192	60	9	5348	1	5486	13	4046	1	1894	140	1895	70	1889	35	4043	35	1460	49	2132	112		
a,mk_sealed_dark_crystal_robe_ii\0	526	5349	7	5308	1	192	100	9	5349	1	5486	13	5553	1	1894	210	1895	126	1889	42	4043	42	1460	173	2132	103		
a,mk_sealed_robe_of_nightmare_i\0	527	5350	8	5326	1	201	60	9	5350	1	5487	14	4046	1	1894	204	1895	102	1889	51	4043	51	1461	53	2133	17		
a,mk_sealed_robe_of_nightmare_ii\0	528	5351	8	5326	1	201	100	9	5351	1	5487	14	5553	1	1894	400	1895	200	1889	100	4043	100	1461	87	2133	17		
a,mk_sealed_majestic_robe_i\0	529	5352	8	5329	1	201	60	9	5352	1	5488	14	4046	1	1894	204	1895	102	1889	51	4043	51	1461	53	2133	17		
a,mk_sealed_majestic_robe_ii\0	530	5353	8	5329	1	201	100	9	5353	1	5488	14	5553	1	1894	400	1895	200	1889	100	4043	100	1461	87	2133	17		
a,mk_sealed_tallum_hose_i\0	531	5354	7	5305	1	192	60	8	5354	1	5489	13	4046	1	1894	60	1895	36	4043	12	1460	22	2132	43				
a,mk_sealed_tallum_hose_ii\0	532	5355	7	5305	1	192	100	8	5355	1	5489	13	5551	1	1894	40	1895	24	4043	8	1460	21	2132	39				
a,mk_sealed_dark_crystal_shield_i\0	533	5364	7	5292	1	192	60	9	5364	1	5494	13	4046	1	1890	12	1888	4	1894	4	4043	4	1460	9	2132	22		
a,mk_sealed_dark_crystal_shield_ii\0	534	5365	7	5292	1	192	100	9	5365	1	5494	13	5551	1	1890	18	1888	6	1894	6	4043	6	1460	20	2132	20		
a,mk_sealed_shield_of_nightmare_i\0	535	5366	8	5315	1	201	60	9	5366	1	5495	14	4046	1	1890	21	1888	7	1894	7	4043	7	1461	12	2133	3		
a,mk_sealed_shield_of_nightmare_ii\0	536	5367	8	5315	1	201	100	9	5367	1	5495	14	5551	1	1890	33	1888	11	1894	11	4043	11	1461	26	2133	3		
a,mk_sealed_dark_crystal_boots_i\0	537	5368	7	5291	1	192	60	8	5368	1	5496	13	4046	1	1894	25	1885	15	4043	5	1460	10	2132	21				
a,mk_sealed_dark_crystal_boots_ii\0	538	5369	7	5291	1	192	100	8	5369	1	5496	13	5552	1	1894	20	1885	12	4043	4	1460	18	2132	19				
a,mk_sealed_tallum_boots_i\0	539	5370	7	5296	1	192	60	8	5370	1	5497	13	4046	1	1894	25	1885	15	4043	5	1460	10	2132	21				
a,mk_sealed_tallum_boots_ii\0	540	5371	7	5296	1	192	100	8	5371	1	5497	13	5552	1	1894	20	1885	12	4043	4	1460	18	2132	19				
a,mk_sealed_boots_of_nightmare_i\0	541	5380	8	5314	1	201	60	8	5380	1	5502	14	4046	1	1894	40	1885	24	4043	8	1461	11	2133	3				
a,mk_sealed_boots_of_nightmare_ii\0	542	5381	8	5314	1	201	100	8	5381	1	5502	14	5552	1	1894	50	1885	130	4043	10	1461	20	2133	3				
a,mk_sealed_magestic_boots_i\0	543	5382	8	5319	1	201	60	8	5382	1	5503	14	4046	1	1894	40	1885	24	4043	8	1461	11	2133	3				
a,mk_sealed_magestic_boots_ii\0	544	5383	8	5319	1	201	100	8	5383	1	5503	14	5552	1	1894	50	1885	130	4043	10	1461	20	2133	3				
a,mk_sealed_dark_crystal_gloves_i\0	545	5392	7	5290	1	192	60	8	5392	1	5508	13	4046	1	1894	25	1885	15	4043	5	1460	10	2132	21				
a,mk_sealed_dark_crystal_gloves_ii\0	546	5393	7	5290	1	192	100	8	5393	1	5508	13	5552	1	1894	20	1885	12	4043	4	1460	18	2132	19				
a,mk_sealed_tallum_gloves_i\0	547	5394	7	5295	1	192	60	8	5394	1	5509	13	4046	1	1894	25	1885	15	4043	5	1460	10	2132	21				
a,mk_sealed_tallum_gloves_ii\0	548	5395	7	5295	1	192	100	8	5395	1	5509	13	5552	1	1894	20	1885	12	4043	4	1460	18	2132	19				
a,mk_sealed_gloves_of_nightmare_i\0	549	5404	8	5313	1	201	60	8	5404	1	5514	14	4046	1	1894	40	1885	24	4043	8	1461	11	2133	3				
a,mk_sealed_gloves_of_nightmare_ii\0	550	5405	8	5313	1	201	100	8	5405	1	5514	14	5552	1	1894	50	1885	130	4043	10	1461	20	2133	3				
a,mk_sealed_magestic_gloves_i\0	551	5406	8	5318	1	201	60	8	5406	1	5515	14	4046	1	1894	40	1885	24	4043	8	1461	11	2133	3				
a,mk_sealed_magestic_gloves_ii\0	552	5407	8	5318	1	201	100	8	5407	1	5515	14	5552	1	1894	50	1885	130	4043	10	1461	20	2133	3				
a,mk_sealed_dark_crystal_breastplate_i\0	553	5416	7	5287	1	192	60	7	5416	1	5520	13	4048	3	1890	42	4043	28	1460	40	2132	101						
a,mk_sealed_dark_crystal_breastplate_ii\0	554	5417	7	5287	1	192	100	7	5417	1	5520	13	5553	3	1890	36	4043	24	1460	80	2132	93						
a,mk_sealed_tallum_plate_armor_i\0	555	5418	7	5293	1	192	60	8	5418	1	5521	13	4048	4	1890	54	1887	18	4043	36	1460	63	2132	156				
a,mk_sealed_tallum_plate_armor_ii\0	556	5419	7	5293	1	192	100	8	5419	1	5521	13	5553	4	1890	54	1887	18	4043	36	1460	118	2132	142				
a,mk_sealed_armor_of_nightmare_i\0	557	5420	8	5311	1	201	60	8	5420	1	5522	14	4048	4	1890	99	1887	33	4043	66	1461	61	2133	23				
a,mk_sealed_armor_of_nightmare_ii\0	558	5421	8	5311	1	201	100	8	5421	1	5522	14	5553	4	1890	141	1887	47	4043	94	1461	104	2133	23				
a,mk_sealed_majestic_platte_armor_i\0	559	5422	8	5316	1	201	60	8	5422	1	5523	14	4048	4	1890	99	1887	33	4043	66	1461	61	2133	23				
a,mk_sealed_majestic_platte_armor_ii\0	560	5423	8	5316	1	201	100	8	5423	1	5523	14	5553	4	1890	141	1887	47	4043	94	1461	104	2133	23				
a,mk_sealed_dark_crystal_gaiters_i\0	561	5424	7	5288	1	192	60	7	5424	1	5524	13	4048	2	1890	24	4043	16	1460	27	2132	59						
a,mk_sealed_dark_crystal_gaiters_ii\0	562	5425	7	5288	1	192	100	7	5425	1	5524	13	5553	2	1890	18	4043	12	1460	49	2132	54						
a,mk_sealed_dark_crystal_helmet_i\0	563	5426	7	5289	1	192	60	7	5426	1	5525	13	4048	1	1894	40	4043	4	1460	19	2132	33						
a,mk_sealed_dark_crystal_helmet_ii\0	564	5427	7	5289	1	192	100	7	5427	1	5525	13	5551	1	1894	90	4043	9	1460	32	2132	30						
a,mk_sealed_tallum_bonnet_i\0	565	5428	7	5294	1	192	60	7	5428	1	5526	13	4048	1	1894	40	4043	4	1460	19	2132	33						
a,mk_sealed_tallum_bonnet_ii\0	566	5429	7	5294	1	192	100	7	5429	1	5526	13	5551	1	1894	90	4043	9	1460	32	2132	30						
a,mk_sealed_helm_of_nightmare_i\0	567	5430	8	5312	1	201	60	7	5430	1	5527	14	4048	1	1894	80	4043	8	1461	15	2133	5						
a,mk_sealed_helm_of_nightmare_ii\0	568	5431	8	5312	1	201	100	7	5431	1	5527	14	5551	1	1894	160	4043	16	1461	27	2133	5						
a,mk_sealed_magestic_circlet_i\0	569	5432	8	5317	1	201	60	7	5432	1	5528	14	4048	1	1894	80	4043	8	1461	15	2133	5						
a,mk_sealed_magestic_circlet_ii\0	570	5433	8	5317	1	201	100	7	5433	1	5528	14	5551	1	1894	160	4043	16	1461	27	2133	5						
a,mk_dragon_slayer_i\0	571	5434	8	81	1	201	60	9	5434	1	5529	14	4047	3	1890	156	1888	78	5550	78	4042	78	1461	195	2133	74		
a,mk_dragon_slayer_ii\0	572	5435	8	81	1	201	100	9	5435	1	5529	14	4047	4	1890	334	1888	167	5550	167	4042	167	1461	369	2133	74		
a,mk_berserker_blade\0	573	5436	6	5286	1	165	100	7	5530	11	1891	3	1890	86	1888	43	5220	172	1459	375	2131	248						
a,mk_heavy_sword\0	574	5437	2	5285	1	84	100	6	5531	4	1883	3	1880	60	1879	30	1458	117	2130	34								
a,mk_meteor_shower_i\0	575	5438	7	2504	1	192	60	10	5438	1	5532	13	4045	3	1890	60	1888	60	1885	30	4042	30	5550	120	1460	215	2132	143
a,mk_meteor_shower_ii\0	576	5439	7	2504	1	192	100	10	5439	1	5532	13	5554	2	1890	122	1888	122	1885	61	4042	61	5550	244	1460	415	2132	143
a,mk_elysian_i\0	577	5440	8	164	1	201	60	10	5440	1	5533	14	4045	3	1890	98	1888	98	1885	49	4042	49	5550	196	1461	194	2133	74
a,mk_elysian_ii\0	578	5441	8	164	1	201	100	10	5441	1	5533	14	5554	2	1890	194	1888	194	1885	97	4042	97	5550	388	1461	370	2133	74
a,mk_soul_bow_i\0	579	5442	8	289	1	201	60	10	5442	1	5534	14	4045	3	1890	245	1889	49	1885	49	4042	49	5550	98	1461	197	2133	74
a,mk_soul_bow_ii\0	580	5443	8	289	1	201	100	10	5443	1	5534	14	5554	2	1890	490	1889	98	1885	98	4042	98	5550	196	1461	369	2133	74
a,mk_carnium_bow_i\0	581	5444	7	288	1	192	60	10	5444	1	5535	13	4045	3	1890	150	1889	30	1885	30	4042	30	5550	60	1460	219	2132	143
a,mk_carnium_bow_ii\0	582	5445	7	288	1	192	100	10	5445	1	5535	13	5554	2	1890	305	1889	61	1885	61	4042	61	5550	122	1460	421	2132	143
a,mk_bloody_orchid_i\0	583	5446	7	235	1	192	60	9	5446	1	5536	13	4047	3	1890	82	1888	82	5550	41	4042	41	1460	193	2132	143		
a,mk_bloody_orchid_ii\0	584	5447	7	235	1	192	100	9	5447	1	5536	13	4047	4	1890	196	1888	196	5550	98	4042	98	1460	344	2132	143		
a,mk_soul_separator_i\0	585	5448	8	236	1	201	60	9	5448	1	5537	14	4047	3	1890	156	1888	156	5550	78	4042	78	1461	161	2133	74		
a,mk_soul_separator_ii\0	586	5449	8	236	1	201	100	9	5449	1	5537	14	4047	4	1890	334	1888	334	5550	167	4042	167	1461	295	2133	74		
a,mk_dragon_grinder_i\0	587	5450	8	270	1	201	60	10	5450	1	5538	14	4045	3	1890	98	1888	98	1885	49	4042	49	5550	196	1461	194	2133	74
a,mk_dragon_grinder_ii\0	588	5451	8	270	1	201	100	10	5451	1	5538	14	5554	2	1890	194	1888	194	1885	97	4042	97	5550	388	1461	370	2133	74
a,mk_blood_tornado_i\0	589	5452	7	269	1	192	60	10	5452	1	5539	13	4045	3	1890	60	1888	60	1885	30	4042	30	5550	120	1460	215	2132	143
a,mk_blood_tornado_ii\0	590	5453	7	269	1	192	100	10	5453	1	5539	13	5554	2	1890	122	1888	122	1885	61	4042	61	5550	244	1460	415	2132	143
a,mk_tallum_glaive_i\0	591	5456	8	305	1	201	60	10	5456	1	5541	14	4045	4	1890	148	1888	74	1885	37	4042	37	5550	148	1461	193	2133	74
a,mk_tallum_glaive_ii\0	592	5457	8	305	1	201	100	10	5457	1	5541	14	5554	3	1890	292	1888	146	1885	73	4042	73	5550	292	1461	366	2133	74
a,mk_halbard_i\0	593	5458	7	98	1	192	60	10	5458	1	5542	13	4045	4	1890	84	1888	42	1885	21	4042	21	5550	84	1460	222	2132	143
a,mk_halbard_ii\0	594	5459	7	98	1	192	100	10	5459	1	5542	13	5554	3	1890	172	1888	86	1885	43	4042	43	5550	172	1460	419	2132	143
a,mk_dasparion's_staff_i\0	595	5460	7	212	1	192	60	10	5460	1	5543	13	4045	3	1893	47	1881	94	1889	47	4042	47	5550	94	1460	216	2132	143
a,mk_dasparion's_staff_ii\0	596	5461	7	212	1	192	100	10	5461	1	5543	13	5554	2	1893	96	1881	192	1889	96	4042	96	5550	192	1460	412	2132	143
a,mk_worldtree's_branch_i\0	597	5462	8	213	1	201	60	10	5462	1	5544	14	4045	3	1893	77	1881	154	1889	77	4042	77	5550	154	1461	193	2133	74
a,mk_worldtree's_branch_ii\0	598	5463	8	213	1	201	100	10	5463	1	5544	14	5554	2	1893	153	1881	306	1889	153	4042	153	5550	306	1461	366	2133	74
a,mk_dark_legion's_edge_i\0	599	5464	8	2500	1	201	60	9	5464	1	5545	14	4047	3	1890	156	1888	156	5550	78	4042	78	1461	161	2133	74		
a,mk_dark_legion's_edge_ii\0	600	5465	8	2500	1	201	100	9	5465	1	5545	14	4047	4	1890	334	1888	334	5550	167	4042	167	1461	295	2133	74		
a,mk_sword_of_miracle_i\0	601	5466	8	151	1	201	60	9	5466	1	5546	14	4047	3	1890	160	1888	160	5550	80	4042	80	1461	152	2133	74		
a,mk_sword_of_miracle_ii\0	602	5467	8	151	1	201	100	9	5467	1	5546	14	4047	4	1890	320	1888	320	5550	160	4042	160	1461	372	2133	74		
a,mk_elemental_sword_i\0	603	5468	7	150	1	192	60	9	5468	1	5547	13	4047	3	1890	82	1888	82	5550	41	4042	41	1460	193	2132	143		
a,mk_elemental_sword_ii\0	604	5469	7	150	1	192	100	9	5469	1	5547	13	4047	4	1890	196	1888	196	5550	98	4042	98	1460	344	2132	143		
a,mk_tallum_blade_i\0	605	5470	7	80	1	192	60	9	5470	1	5548	13	4047	3	1890	82	1888	82	5550	41	4042	41	1460	192	2132	143		
a,mk_tallum_blade_ii\0	606	5471	7	80	1	192	100	9	5471	1	5548	13	4047	4	1890	196	1888	196	5550	98	4042	98	1460	344	2132	143		
a,mk_iron_thread\0	607	5472	4	5549	1	40	100	2	1868	10	1869	5																
a,mk_reinforcing_plate\0	608	5473	4	5550	1	40	100	2	5549	5	1876	5																
a,mk_reorins_mold\0	609	5474	5	5551	1	50	100	3	1884	40	5550	10	1877	15														
a,mk_warsmith_mold\0	610	5475	6	5552	1	60	100	3	1891	1	4041	10	4042	5														
a,mk_arcsmith_anvil\0	611	5476	6	5553	1	60	100	3	4046	3	4040	20	4044	10														
a,mk_warsmith_holder\0	612	5477	6	5554	1	60	100	3	4045	2	4039	10	1868	20														
a,mk_sealed_phoenix's_earing_i\0	613	6331	7	6324	1	192	70	8	6331	1	6341	13	4048	1	1895	35	1887	21	4044	7	1460	18	2132	29				
a,mk_sealed_phoenix's_earing_ii\0	614	6332	7	6324	1	192	100	8	6332	1	6341	13	5552	1	1895	35	1887	21	4044	7	1460	27	2132	29				
a,mk_sealed_majestic_earing_i\0	615	6337	8	6327	1	201	70	8	6337	1	6342	14	4048	1	1895	65	1887	39	4044	13	1461	15	2133	5				
a,mk_sealed_majestic_earing_ii\0	616	6338	8	6327	1	201	100	8	6338	1	6342	14	5552	1	1895	80	1887	48	4044	16	1461	24	2133	5				
a,mk_sealed_phoenix's_necklace_i\0	617	6329	7	6323	1	192	70	8	6329	1	6343	13	4048	1	1895	55	1887	33	4044	11	1460	23	2132	12				
